coord vel1 vel2 vel3
5.82248 -0.402989 0.124094 -0.306946
5.80138 0.351129 -0.496205 0.523508
5.54794 -0.156592 -0.047863 -0.352515
6.11434 -0.133839 0.00254572 0.035722
4.71888 -0.142629 -0.238805 0.179601
6.39191 -0.144155 0.179792 -0.201767
4.93276 0.11764 0.330599 0.181082
6.14895 0.56954 0.328549 -0.418235
5.23472 0.130698 0.23793 -0.0913984
4.91367 0.00256284 0.322203 -0.256668
5.58392 0.082828 0.380477 0.227435
5.74611 -0.0361945 0.251488 -0.285729
5.55177 0.476644 -0.00376352 0.27245
4.14965 -0.257777 0.254673 -0.162574
5.1113 -0.186086 -0.193914 0.196827
4.15135 -0.281131 0.0199263 -0.128073
6.15568 -0.23301 0.808462 0.113447
5.50568 -0.368979 -0.0982229 0.308073
4.74609 -0.407045 -0.24492 0.333756
5.55716 -0.230782 0.242866 -0.387337
4.45742 -0.17745 0.256651 0.0979301
6.51146 0.0162309 0.00934489 -0.1383
6.15416 0.185998 0.574986 0.331524
5.27152 -0.0290406 0.348164 -0.452052
5.57573 0.519034 0.223284 0.646529
5.18946 -0.110798 -0.0632401 0.456598
4.46977 -0.0471894 0.345588 0.115486
5.56031 0.296016 0.483089 0.0658809
6.44217 -0.309838 0.603216 0.104617
4.37411 -0.384196 0.145543 0.465886
4.38192 0.145062 0.578294 -0.373976
5.02632 0.435552 0.148445 0.313485
5.66777 0.354867 0.25619 -0.510113
5.37507 -0.0401143 0.448627 0.500756
6.68797 -0.373772 -0.415115 -0.3096
6.3664 -0.274888 -0.222406 -0.602869
6.23154 0.182626 0.533548 -0.0903022
4.26385 0.232048 0.130689 0.60338
6.99245 -0.183457 0.52603 -0.0307124
6.94688 -0.542411 0.550149 0.279832
6.70385 -0.901816 0.0398437 -0.0226172
6.83565 0.00649596 0.382951 0.122346
6.53727 -0.514875 0.00217463 -0.210438
4.58235 0.216587 -0.0513459 0.0688772
4.30762 -0.136286 0.18256 0.191072
6.06037 -0.0798019 0.45362 -0.23097
5.77206 -0.0237287 0.22887 0.0419256
5.55805 0.0185411 0.531128 -0.412444
4.56768 0.150248 0.497971 0.0382588
5.75034 -0.364694 -0.331272 0.212965
4.73206 -0.212612 0.483979 -0.100692
4.77919 -0.0216344 0.0190212 0.152093
4.87292 -0.192015 0.39842 0.254435
5.03557 -0.252616 0.536451 -0.345728
6.10828 -0.353269 0.116701 -0.15447
5.31457 0.191146 -0.0158372 -0.307881
4.83493 -0.620543 -0.075363 -0.0669558
6.71551 -0.291189 0.483819 0.0232103
5.3249 -0.742472 0.599513 -0.129877
6.20229 0.327176 0.114222 0.309958
4.89823 0.182256 -0.360797 -0.102254
4.85698 -0.130473 0.574539 -0.0551894
5.60761 0.054452 0.110958 -0.316908
4.4998 -0.401048 0.183286 0.00770504
4.24084 0.0702943 -0.0374122 0.402107
5.31797 -0.0369274 -6.58757e-05 -0.0844115
5.42026 0.123149 0.497072 -0.361571
4.55476 0.266244 1.12715 -0.322042
6.6029 0.535236 0.673156 0.405946
4.2706 -0.0999314 0.19766 -0.094559
5.6091 0.196748 0.178395 0.495944
6.98175 -0.0985264 0.570761 0.586456
4.73649 -0.0606785 0.26499 -0.437976
4.84508 -0.315027 -0.189439 0.109298
5.43533 0.0485552 0.392516 -0.020676
6.64334 -0.0566508 0.396803 -0.403125
6.48841 -0.281468 -0.0283288 0.291451
5.46636 -0.101026 0.409934 0.442053
6.85798 -0.374709 0.0295253 0.369551
5.2273 -0.229232 0.485488 0.244438
6.56967 0.257771 0.0903308 0.408836
4.17426 -0.127851 -0.187396 -0.278524
4.62429 0.63749 0.131007 -0.341511
4.75736 -0.158349 0.72731 0.141564
6.44394 -0.352517 0.0310444 0.0427869
6.97949 0.00767979 0.665676 0.675089
6.17542 -0.250921 0.215229 -0.1038
5.29649 0.130784 0.0340531 0.0148252
6.14151 0.265695 0.290479 -0.224067
5.20685 0.280227 -0.274341 -0.043806
6.40093 0.0227497 0.118429 -0.0522054
6.80915 0.244544 0.518352 0.0641201
5.92373 -0.0926597 -0.470087 0.105612
6.62872 -0.121444 -0.419999 0.26957
4.09238 0.308931 0.24597 -0.0688361
4.82911 -0.57823 0.425954 -0.251489
6.24608 -0.155015 -0.0261285 0.666485
6.10328 0.107732 0.289581 -0.459878
6.15479 -0.333999 0.157968 0.686849
4.89963 -0.309385 -0.0748767 -0.0981287
6.49728 -0.15306 0.27055 -0.475932
5.22517 -0.497128 -0.00171384 0.112059
5.74925 0.456805 0.0527297 0.743804
4.23727 -0.026365 0.488352 -0.0703696
6.62857 0.0839777 0.622659 0.0146394
6.55584 -0.0371758 0.21275 -0.0696139
5.32214 0.170869 0.493244 0.081615
5.11095 0.195357 0.0199648 0.311727
6.8874 0.296148 0.356362 0.155247
5.43777 -0.250649 0.628489 0.413345
4.15869 0.149355 0.143402 0.365408
4.5443 0.0445899 0.175925 -0.101472
6.50673 -0.196785 0.556124 0.747815
6.51995 0.102647 0.164298 -0.35756
4.22116 0.33505 0.113457 0.165133
5.89173 0.172132 0.16651 0.0476937
4.61508 0.357428 -0.0122392 0.143898
5.82386 0.411059 0.119857 -0.180391
6.05548 0.166903 0.0641709 0.088929
6.11182 -0.156606 0.244835 0.947704
4.31214 -0.0675298 0.360239 0.20503
5.91592 0.135843 0.290973 0.110391
5.06366 -0.385544 -0.0492407 -0.0531639
4.80605 0.253895 0.0663495 0.505833
5.85453 -0.106989 0.397678 0.128935
5.74502 -0.279282 0.302617 -0.146231
5.25619 -0.0941773 0.553602 -0.0586333
4.91578 0.412084 0.486272 -0.0581878
4.21395 0.408954 -0.156219 0.0702427
6.7444 -0.111139 0.74419 0.3267
4.14133 -0.116885 0.420095 -0.747658
6.11057 -0.153285 -0.69641 -0.0861783
6.60932 -0.194329 0.345447 0.176297
4.71262 -0.277223 0.222392 0.0948062
6.74882 -0.54892 -0.0230053 0.105915
4.51945 -0.167066 -0.0663193 -0.24344
4.17127 0.441291 0.59947 -0.274021
5.926 0.163852 0.319118 0.173637
5.16402 -0.0701511 0.365975 0.0721048
5.52939 0.653365 0.173801 -0.123243
4.80102 -0.218317 0.279888 -0.592743
5.00924 -0.336914 -0.0405063 0.161597
6.02295 0.425587 0.00936812 0.233935
5.31826 -0.158773 0.37515 -0.191837
5.80554 -0.0650133 0.179999 -0.26155
5.53458 0.0380609 0.320593 -0.0994527
5.18757 0.172004 -0.00438742 -0.0854772
5.2812 0.784501 0.246763 0.179145
6.6184 0.13731 0.417001 0.0702125
5.05263 -0.0261216 -0.190058 0.17399
6.37998 -0.12491 0.075553 -0.184489
5.02349 -0.315168 0.241166 0.295958
6.02851 0.0315895 0.0910774 0.476668
5.1776 0.491162 0.0712891 -0.134519
5.49336 0.485754 0.291871 -0.359942
5.36805 0.01789 0.0597115 -0.0927101
6.1255 0.188166 0.177287 0.0411429
4.38793 -0.092964 0.133085 0.282525
6.72786 0.326628 0.358383 0.00277729
5.41364 -0.0512111 0.0887027 0.266331
6.23186 0.15157 0.364374 -0.0674546
6.26032 -0.0188644 -0.0344433 -0.12388
4.20833 0.266821 0.0501722 -0.409831
5.19872 -0.0842768 0.524372 -0.521662
4.56311 0.459557 0.238415 0.320461
4.0911 -0.125052 0.414909 -0.131601
6.95128 -0.0407561 -0.488389 0.0124447
6.17942 -0.166269 -0.23358 0.525244
5.32576 -0.18902 0.557168 0.121176
6.60182 -0.230489 0.61404 0.115099
4.01396 0.117427 -0.27057 0.351832
5.36557 0.0443894 0.184509 0.164184
6.34533 -0.114615 0.65184 -0.404004
4.29567 -0.230583 0.349103 0.527019
6.90374 -0.231245 0.399536 0.396963
6.58118 0.0497769 0.38319 0.00626618
4.20835 -0.134798 0.0821091 -0.281966
6.53156 0.27371 0.297066 0.362484
6.53847 0.366587 0.313957 0.248993
5.33809 0.126864 0.392973 -0.165642
5.86257 0.39309 0.422529 0.209692
6.25863 0.273722 0.410312 -0.122305
6.91319 0.294707 0.160715 -0.0401227
4.03146 -0.374134 -0.21704 0.294797
4.56761 0.160119 0.111991 -0.371597
5.91255 0.293692 0.394502 -0.156427
4.89375 -0.103745 0.749456 -0.552724
6.33024 0.386063 0.496808 -0.162216
4.47969 0.0312168 0.139614 -0.227818
4.22308 -0.212323 0.403028 -0.0306004
4.09928 0.362689 -0.126555 -0.100968
4.50871 0.101263 0.496306 0.0765659
4.83105 0.348235 -0.0540353 -0.231053
4.90221 -0.433454 0.438547 0.0677733
6.6528 -0.218972 0.190829 -0.0147661
4.15412 -0.170917 0.0754593 -0.108311
4.3967 0.262963 0.284557 -0.172503
4.2515 0.338543 -0.14025 -0.827311
6.95652 0.619772 -0.190846 -0.144191
4.34081 0.131993 0.252021 -0.384105
6.00837 -0.15505 -0.0533527 -0.311807
5.50617 -0.111858 0.269857 -0.0691975
6.31431 -0.00151699 0.0971151 0.0175524
5.35519 0.124609 0.489301 0.143326
5.2665 -0.0764121 0.220214 0.821448
4.66861 0.266281 0.759323 -0.164749
4.4484 -0.17733 0.312758 -0.370373
5.69817 -0.183928 -0.129757 -0.351826
4.71574 0.0675928 0.354115 -0.547859
6.29039 0.0877706 0.345536 -0.181109
4.00395 0.227792 0.545734 -0.218428
6.12024 -0.455944 0.329827 0.0556133
4.64835 0.205351 0.154321 0.0370193
6.18191 -0.428463 0.767711 -0.19808
5.14733 0.301782 0.262037 -0.521775
6.75109 0.0637933 0.425422 -0.219519
6.93702 0.134179 0.0346932 0.0247504
5.91186 -0.354303 0.449114 0.622356
6.26299 0.151833 0.86852 -0.135357
4.30221 0.503674 -0.381096 0.327373
6.68993 0.188004 -0.107647 -0.290119
6.80618 -0.177147 0.167549 0.143729
6.59657 -0.0526662 0.117472 0.0249723
6.80751 0.14432 0.387573 -0.566377
5.28812 0.0182321 -0.193818 -0.0426078
6.36504 0.00562074 -0.0202735 0.568411
5.73601 -0.729025 0.147214 -0.201148
6.20785 0.136533 0.889394 -0.192818
4.31435 0.297932 0.318368 -0.448754
6.87704 -0.3171 0.814371 -0.171267
6.97772 0.364562 -0.0174416 -0.0214883
4.772 -0.459794 0.179781 0.032129
4.86438 -0.426373 -0.552655 -0.0518619
6.78676 0.0468462 0.144093 0.466814
4.86149 0.812145 0.679219 -0.0713577
4.03731 -0.0749051 0.60025 0.168594
4.22987 0.299013 0.643671 -0.108896
5.71062 -0.0620727 -0.162017 0.644817
4.21852 0.240584 0.543435 0.546065
6.84882 0.377568 0.191363 0.00549147
4.64472 0.142014 0.198779 0.0073038
4.69956 0.149839 0.870818 0.259999
5.98037 -0.445802 0.576959 -0.323145
6.57399 0.327992 0.190618 -0.432506
5.42583 0.149054 -0.0859691 0.366552
6.93475 -0.313976 0.176335 0.332375
6.65861 0.380203 0.112307 -0.132131
6.33933 0.454302 0.252232 0.00806343
5.69661 0.00801466 0.134533 0.313362
5.19237 0.186081 -0.332409 0.0318378
5.82888 0.25201 0.0264111 -0.111194
4.53909 0.247428 0.0204786 0.0872039
6.0617 -0.160916 0.283914 -0.079028
5.91346 0.0661986 0.212524 -0.192332
5.86264 0.182258 0.252785 0.280302
4.49141 -0.357807 0.0427064 0.135896
6.4758 0.0155022 0.42589 0.0187971
6.59297 -0.242478 0.620278 -0.770731
6.63009 -0.0951291 0.600687 0.0123203
6.17168 -0.511464 0.473411 0.464653
6.11692 0.671946 0.0565272 0.0922023
6.92631 -0.487014 0.578948 0.388162
4.11817 0.544752 -0.0218846 0.340838
6.0778 -0.50959 0.369751 0.313793
6.61675 0.117751 -0.291446 -0.170101
6.55065 0.0657362 0.24873 0.0634666
4.01428 0.389414 0.203551 0.102679
6.44224 0.12426 0.4272 0.303434
6.39659 -0.542456 0.674854 -0.284529
6.11833 0.194997 0.305333 0.296272
5.74924 0.389365 0.429005 0.219449
6.05508 0.0707724 0.131506 -0.0585869
4.5316 0.00729955 0.470068 0.0873566
5.08461 -0.543579 -0.224245 -0.104759
4.11879 -0.0685233 0.348346 -0.126103
6.58021 0.105882 0.544681 0.526405
6.26104 -0.107098 0.005552 0.0042725
4.9989 -0.415631 0.0496078 0.244722
5.86466 -0.43765 0.0153958 0.110378
4.57377 -0.216473 0.354351 -0.176116
4.61714 0.120278 -0.0878192 0.236998
6.47211 -0.273978 0.36509 -0.112783
6.82847 -0.308372 -0.11868 -0.583901
5.35114 0.116939 0.137179 0.0195446
4.32187 -0.0367977 0.309422 0.30752
4.81747 -0.190504 -0.229197 0.146074
4.06616 -0.309954 0.722528 0.15639
6.71008 -0.325259 -0.2973 -0.0486411
5.29359 0.0370327 -0.144135 -0.588123
5.57407 -0.175432 0.124277 0.144288
6.12984 0.24143 -0.177045 -0.00635826
4.36019 -0.114469 0.306353 0.570782
6.241 -0.553477 0.0581753 0.140257
5.17472 -0.0475839 0.307277 0.415159
5.55875 0.325836 -0.0562579 -0.245698
6.3435 0.158511 0.203058 -0.0891753
5.11225 0.182262 0.724053 0.373916
6.57215 -0.42412 0.45859 0.139306
6.43177 0.0463532 0.466511 0.324028
5.10255 -0.551525 0.269545 0.502495
4.63149 0.180772 -0.139488 0.156924
6.3214 0.355006 0.188184 -0.0520837
4.72879 -0.610176 0.491272 0.0766797
4.45153 0.645731 -0.174929 -0.324995
5.27323 0.685613 0.228606 0.247647
6.60083 0.106993 -0.013784 0.605864
5.42622 0.0192321 0.843358 0.53305
4.25252 0.127897 0.151368 -0.185417
5.72531 0.498614 0.0424672 -0.0909918
6.11469 0.0652259 0.0325723 -0.0145253
5.65517 -0.326584 0.451482 -0.316412
5.75143 -0.210267 0.242384 -0.280044
6.48513 0.732537 0.519637 -0.136897
6.78863 0.150388 0.428646 0.00783607
4.42329 0.0301461 0.310456 0.0913545
4.78733 -0.0791662 0.752565 -0.35761
6.02952 0.0500874 0.0235537 -0.00760462
4.64454 -0.107043 0.446852 0.131851
5.96359 -0.164384 0.186164 0.20361
4.8227 -0.0826273 0.442921 0.26342
5.98067 0.378801 0.189624 0.0279622
4.47891 -0.14352 1.07441 0.223059
4.50764 0.0208943 0.339842 0.105571
5.77909 0.0384564 0.175307 -0.146047
4.51161 -0.121298 0.308451 -0.177955
4.74838 0.195298 -0.0202935 0.402469
4.08108 0.529389 0.533007 0.280063
6.91847 0.0818582 0.1384 -0.0599481
5.1687 -0.320113 0.162226 -0.0908798
6.97688 -0.183605 0.202653 0.469493
4.09298 -0.306089 0.31113 -0.0936251
5.50999 -0.428136 0.402487 -0.100286
4.73902 -0.558528 0.440759 0.0844558
4.61325 -0.577918 0.904054 -0.082734
6.78716 -0.0278198 -0.0846748 0.0395774
5.51598 -0.237418 -0.174745 -0.136552
6.50605 -0.0422742 0.36848 0.168461
4.11772 -0.356079 0.248646 -0.538241
6.99944 0.188332 0.426453 0.0468416
5.06423 -0.00595473 0.543454 -0.100817
6.57179 0.134704 -0.122685 -0.128245
5.99488 0.378855 0.183725 -0.307625
5.09682 -0.181356 0.774933 -0.285426
6.36439 -0.193869 0.69158 -0.065578
6.30625 -0.104321 0.167945 -0.416815
4.78357 0.311423 0.455411 0.240147
4.60158 0.457264 0.194219 0.0498068
5.86514 0.214815 0.2807 0.141296
5.94352 0.242393 0.111888 0.573874
5.43686 0.181443 0.123538 0.152338
4.52601 -0.323229 -0.338063 0.0344009
5.13648 0.429473 -0.0275074 -0.00279
4.67739 0.264534 0.183166 0.421159
4.88302 0.220839 -0.15279 0.297237
5.80024 -0.0209152 0.0807114 -0.139878
4.94891 0.0818205 0.0811392 -0.220201
6.04136 0.155724 0.0369366 0.924274
6.12974 0.0732356 0.2888 0.131958
5.23047 0.359298 0.494189 -0.328792
4.7682 0.318909 0.037993 0.121018
5.19587 -0.234032 -0.0805967 -0.0777356
4.25714 -0.16063 0.0676867 0.509064
5.05173 0.338735 0.000105832 -0.033264
6.71616 -0.0470155 0.406933 0.894248
4.69903 -0.0372613 -0.107846 -0.00271427
4.10112 0.449667 0.476553 0.0580266
4.7388 0.0475072 0.598803 0.264451
5.41582 -0.0737238 -0.357607 0.434552
4.6002 0.304692 0.2683 0.340945
6.24657 0.09563 -0.0350073 0.694953
4.89484 0.0450333 0.117238 -0.370058
6.15481 -0.0999732 0.0528876 0.324876
6.05559 0.0927792 0.147823 0.206997
6.22023 -0.0100889 0.483134 0.572754
4.28088 0.241084 0.105072 -0.034382
5.45209 -0.17789 0.260792 -0.310772
5.24104 0.942078 0.461781 0.321156
5.66352 -0.00599877 0.366279 -0.269906
5.53457 0.107311 0.421125 -0.216889
6.85462 -0.429437 0.589977 0.235802
6.10642 -0.247545 0.207148 -0.428528
6.16329 0.19772 0.606622 -0.433131
4.32089 -0.100134 -0.104802 0.602315
4.11001 -0.0676443 0.194328 -0.105042
4.16562 0.401209 -0.0803489 0.0121945
4.72177 -0.0962365 0.586922 0.114965
5.90052 0.12 0.380483 0.161018
6.76622 -0.225291 0.601041 -0.44586
6.22149 -0.670524 0.256243 0.0124686
6.59035 -0.381769 0.260774 0.0265051
6.24496 0.154764 -0.110179 -0.0507916
4.51816 -0.634121 -0.0487087 -0.187946
4.78731 -0.487411 0.510975 -0.447043
5.83632 0.192998 0.30676 -0.303477
5.97094 -0.158202 0.0909625 0.0625132
4.62436 -0.676419 0.260866 -0.21907
5.13021 -0.0568887 0.298179 0.108071
5.57718 -0.123461 0.361008 0.192095
5.46318 -0.196527 0.266267 -0.632205
6.73221 0.312966 0.0216855 -0.217603
5.18208 0.0240208 -0.158248 -0.218375
5.74417 0.691571 0.243119 -0.219257
6.03226 0.133703 -0.114382 0.310974
5.59984 -0.191967 0.309454 0.291326
5.45751 -0.201097 0.245964 -0.137953
6.14268 -0.733171 0.429976 0.233085
5.74728 -0.00899576 0.47795 0.139963
5.84476 0.344106 0.63337 0.203532
5.68937 0.330937 0.110189 0.129991
5.86883 -0.0738368 0.475569 0.218661
4.61372 0.116776 0.366733 0.184991
6.12998 0.209277 -0.474773 0.0447355
6.16718 0.0642044 0.459012 -0.253681
4.12114 0.496737 0.740031 0.290266
5.33761 0.106581 -0.0971116 -0.263904
6.5599 -0.0817317 0.484217 0.314397
5.60122 0.622783 -0.140224 0.0614035
4.34934 0.362356 0.471155 -0.450604
5.08035 0.275776 0.225053 -0.182968
5.50107 0.153915 0.121951 -0.0677587
5.44898 0.494635 0.746889 0.296065
5.66345 0.176316 -0.0346457 0.648244
5.0218 -0.00718585 0.385264 -0.146375
6.19128 -0.2687 0.139064 0.325078
4.21423 -0.325768 0.593491 0.151696
4.82501 -0.0717975 0.322229 -0.153389
5.26432 0.203517 0.266991 0.0503058
6.89621 -0.139262 0.414082 0.3472
5.45232 0.529941 0.565334 0.107362
6.70805 -0.256231 0.259106 -0.122148
4.45631 -0.0128678 -0.224578 -0.192012
4.81307 0.28758 0.404246 0.166823
4.07117 -0.11008 0.0409881 -0.180055
6.44591 -0.250001 -0.323045 0.102393
4.32178 -0.193585 -0.219536 0.432392
6.52476 0.196573 0.781464 0.637107
6.38402 -0.281915 0.0792812 0.145465
6.6043 -0.240742 0.42134 0.283637
5.92211 0.245828 0.539131 -0.0988162
4.67818 -0.431924 0.571585 -0.629753
5.64302 0.330133 0.555879 -0.222775
5.54483 0.440805 0.0529043 -0.53629
6.67996 0.572213 0.0161456 0.198469
5.46684 -0.042949 0.384394 0.396153
6.18969 -0.0844168 0.0369106 0.260096
4.62795 0.384406 0.12781 -0.0112259
6.87962 0.141394 0.612661 -0.481975
4.96409 -0.220519 0.247584 0.316341
6.38472 0.039955 0.269215 -0.274349
4.73551 -0.152703 0.271913 0.440871
5.27667 0.651092 0.303193 0.41678
6.12621 0.249907 0.460352 -0.514768
4.46981 -0.615084 0.243561 -0.0696558
4.84582 0.070952 0.739102 -0.0810736
5.90015 0.249248 0.158418 -0.13583
6.56554 -0.599334 0.347972 -0.383329
6.58229 0.228727 0.157797 0.260273
5.00054 -0.465274 0.472529 0.514406
4.9456 0.113039 -0.233475 -0.277028
6.13672 -0.187165 0.164385 -0.077612
4.02176 -0.863034 0.235989 0.13843
5.38956 0.481785 0.0402531 0.0314596
4.01542 0.211202 0.5142 -0.613697
5.63707 -0.0464086 -0.493784 -0.122124
5.00454 0.703756 0.703603 0.0831305
6.4424 0.767745 0.349608 0.224045
6.60332 0.824004 0.112904 -0.186457
6.29517 -0.0747881 0.00158794 -0.013549
4.27956 -0.659812 0.024537 -0.229827
4.79263 -0.421047 0.307204 -0.374379
6.29143 0.241847 0.476258 -0.356488
5.78263 -0.213027 -0.0629392 -0.287265
5.75999 0.269217 0.286008 0.113431
5.40043 0.466526 -0.0295589 -0.0840805
4.65606 0.139934 0.419357 0.0342639
5.16663 0.0505063 -0.0944786 -0.46103
6.41362 -0.0345592 -0.339085 0.321682
4.33499 0.0460941 0.498895 0.122307
6.67565 0.217925 0.768303 0.0751922
6.11139 0.101071 -0.138842 -0.527836
6.44152 0.586631 -0.407703 -0.25531
6.01943 0.212336 0.118284 0.385017
6.73595 -0.065114 -0.26917 -0.657688
5.17115 -0.136674 0.0924997 -0.00609362
6.37319 0.54562 0.0995277 -0.419426
6.03756 -0.755832 0.655827 0.342995
4.48197 0.230301 0.477005 -0.725283
5.11026 0.0348397 -0.0826894 -0.0353533
4.08938 -0.311637 0.588094 0.01749
6.47659 0.238822 0.565265 -0.224219
5.26396 -0.359946 -0.356349 0.117561
5.75465 0.0925092 -0.146753 0.041073
5.26657 -0.443741 0.164214 0.0585332
4.58086 -0.110779 0.258288 -0.108744
4.00647 -0.00258161 0.0942996 -0.0769168
6.44303 0.218199 0.121083 -0.15425
4.73838 -0.314189 0.0139203 -0.368915
6.4131 0.290299 0.262672 0.14256
5.50622 -0.226009 0.1886 0.430634
4.2922 -0.326106 0.308342 0.199219
5.46261 -0.315438 -0.0732493 -0.233285
5.13217 -0.129952 -0.0849767 0.150486
6.55971 -0.388168 0.248506 0.216631
4.0078 -0.0220487 0.27218 0.164061
4.74359 0.231844 0.545946 -0.344423
5.8999 0.343436 1.02274 0.160939
6.67855 0.0883999 -0.0190646 0.349051
4.68091 0.0975907 -0.147804 0.546756
5.14364 -0.314686 -0.311821 0.326135
4.18322 -0.0756099 0.123313 0.206158
5.91969 -0.207241 0.449814 -0.0802912
5.08455 -0.118821 0.227589 0.330895
5.90212 -0.0779638 0.149844 0.492916
5.64577 -0.375847 0.135631 0.15876
6.72831 0.255656 -0.14507 0.586462
4.93639 0.55701 0.332648 -0.101515
4.31354 -0.122982 0.770875 -0.218688
4.61284 0.261714 0.562334 -0.142615
5.49634 -0.380904 0.278552 0.403861
5.07548 0.0773663 -0.535899 0.224244
6.96808 -0.0784844 0.116252 0.318303
5.66324 0.243616 -0.153998 -0.430889
4.10865 0.0169306 0.236426 0.501622
4.9502 0.152181 -0.0436166 0.0329934
4.62829 0.0904966 0.131213 -0.273106
6.73363 -0.0776408 0.880728 -0.108196
4.09633 -0.233027 0.568628 -0.0105472
4.96356 -0.0229755 0.156014 0.317525
6.04127 0.349352 0.809371 -0.0456365
6.42767 -0.322072 0.125518 -0.00901996
6.90448 0.288656 0.133604 0.446318
5.16106 -0.0135969 0.762471 -0.100166
4.20535 0.509831 0.548065 0.398545
4.4263 0.215148 0.253823 0.627765
6.37703 -0.528269 0.414393 -0.240134
4.41651 0.0512637 0.306172 0.831573
4.781 0.388632 -0.396524 -0.476139
6.81853 -0.128796 -0.0583636 0.142459
5.52633 -0.08334 0.174288 0.209374
5.45048 -0.269624 0.562012 0.0831278
4.53538 0.292783 0.158692 -0.0988135
4.8267 0.245705 0.0360181 0.000717747
4.12547 0.129368 -0.0246587 0.618496
5.60646 -0.07043 -0.0283187 0.307981
5.80452 0.294179 0.254996 -0.17005
4.20104 -0.202546 0.478682 0.075841
4.90672 0.409061 0.68202 0.227829
5.91688 -0.0692755 0.521845 0.652911
5.43731 -0.175851 0.215354 -0.455432
5.05282 -0.00624613 -0.28187 -0.486716
4.32976 -0.231122 -0.0454993 -0.00720587
4.42491 0.305345 0.0427681 -0.448474
6.03877 -0.0941092 0.652882 0.210252
6.88116 0.406823 0.119797 0.151818
5.17172 -0.390775 0.502361 -0.00704396
6.36589 -0.164124 0.398798 0.117579
6.68938 0.528017 0.109735 -0.195671
4.05807 0.201924 0.704409 -0.0103224
5.14652 0.148449 0.094863 0.316543
5.90429 0.50186 0.532341 0.354439
6.10058 -0.203099 0.0261684 -0.540596
5.63085 0.265379 -0.264407 0.33139
6.7445 0.116765 0.238142 -0.37634
4.58192 0.178759 -0.0103532 -0.211365
6.66476 -0.0400151 0.740066 0.465668
4.5286 0.16921 0.621654 -0.624806
5.20849 -0.361071 -0.0323169 -0.133845
5.55214 0.0523375 0.248266 -0.376086
4.44204 0.19287 -0.130723 -0.267001
5.0112 0.515654 0.0342481 -0.280814
5.52119 -0.276315 0.483448 -0.068621
5.84677 0.218266 -0.334709 0.240167
5.49108 -0.330466 0.035794 0.0527339
6.04247 0.275212 0.452081 -0.217681
5.39159 0.291459 0.356848 -0.159057
6.64257 -0.379064 0.116471 -0.0227755
5.31128 0.0738146 -0.0765815 0.322929
6.24128 -0.54665 -0.170879 -0.629065
6.59079 0.118587 0.595908 0.12464
6.07196 -0.353575 0.408072 0.0931764
5.14821 0.286441 0.418403 -0.11846
6.12274 0.39456 0.255872 -0.296971
6.99936 -0.128685 0.125665 -0.245594
5.47105 -0.217781 0.161983 0.863076
6.79158 -0.0294858 0.466296 -0.179586
5.30389 0.152453 0.463043 -0.451768
5.72225 0.205699 0.195004 -0.280112
6.61256 0.126344 0.203018 -0.227567
6.33255 -0.390656 0.54774 -0.436373
5.96432 0.115394 0.483067 0.318701
6.78183 0.463227 0.0320695 -0.436096
5.7685 0.0841738 0.0120461 -0.318821
4.3011 0.43605 0.413747 -0.526141
5.25758 0.344524 0.323469 -0.401653
4.18923 -0.153638 -0.105587 0.30795
5.88047 -0.00818289 0.663254 -0.124494
5.20844 -0.117844 0.457197 -0.620147
5.77762 0.173964 0.147558 -0.0173431
5.45272 0.290236 0.364265 0.149522
6.92869 -0.411525 -0.330234 0.247347
4.11636 -0.408491 0.155952 -0.22743
5.5881 0.268128 0.538626 -0.417751
4.99897 0.264345 0.76856 0.0840023
5.77868 0.222909 0.577269 0.469624
5.77762 0.32493 -0.123182 0.472623
5.36957 -0.302704 -0.0554035 0.200396
5.17423 0.804586 0.259993 0.255227
5.41784 -0.0317309 0.118676 0.118839
5.45703 -0.347954 0.492334 -0.678547
6.72824 -0.382495 -0.286325 -0.0134551
5.47503 -0.159742 0.507738 0.49069
4.11771 0.0935439 0.547713 0.530286
6.52262 0.571858 0.42481 -0.326986
5.8136 -0.712885 0.728832 -0.774859
6.74232 -0.500378 0.0725719 0.286708
5.74422 0.23828 0.0159121 0.0801776
6.38322 -0.115449 0.934052 -0.266708
6.20384 0.289713 0.557754 0.250606
4.1917 -0.0693443 -0.0562629 -0.202192
4.26249 0.00995907 0.23674 0.386663
4.36413 -0.368078 0.15392 -0.55487
6.66571 0.54779 0.568341 -0.0914388
8.26695 0.233396 -0.0466169 -0.268797
9.0806 0.273417 0.728095 0.0788481
7.1566 0.00891085 -0.116112 0.40181
9.49815 -0.249645 0.43294 0.110358
8.29947 0.0433565 0.814621 0.222106
8.72407 0.287674 0.789025 -0.142922
9.91293 -0.581375 0.248878 0.101002
8.96207 -0.396111 0.464403 -0.0147944
7.25681 -0.293561 0.586394 -0.222721
7.98559 -0.128238 0.825732 0.0960232
7.3618 -0.099616 -0.0776517 0.310303
8.02273 -0.0634166 0.209221 -0.194585
8.14138 0.33094 -0.510945 0.351427
8.29068 0.111699 0.465743 0.337195
7.38634 -0.35514 0.226816 0.27122
7.26345 -0.170484 0.20984 -0.186781
9.27589 0.179644 0.132797 0.286178
9.58594 0.229663 0.342199 0.143078
9.49553 -0.227949 0.476729 0.341721
7.51707 -0.515614 0.493131 0.305939
