Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg
19.0,59.7,125.0,50.0,130.0,305.0
17.0,91.7,225.0,160.0,250.0,635.0
53.0,70.4,97.5,60.0,117.5,275.0
32.0,89.9,182.5,147.5,237.5,567.5
20.0,53.2,90.0,57.5,115.0,262.5
43.0,86.0,90.0,60.0,115.0,265.0
51.0,67.7,60.0,42.5,92.5,195.0
15.0,45.8,82.5,42.5,85.0,210.0
43.0,66.0,97.5,102.5,160.0,360.0
43.0,66.0,97.5,102.5,160.0,360.0
26.0,90.8,220.0,150.0,240.0,610.0
29.0,86.1,155.0,100.0,200.0,455.0
29.0,80.7,137.5,130.0,192.5,460.0
28.0,81.0,145.0,92.5,187.5,425.0
23.0,92.3,140.0,112.5,182.5,435.0
25.0,52.4,127.5,62.5,137.5,327.5
26.0,105.1,147.5,70.0,172.5,390.0
22.0,81.7,265.0,175.0,307.5,747.5
22.0,91.4,237.5,155.0,265.0,657.5
25.0,85.5,232.5,125.0,227.5,585.0
43.0,45.9,92.5,55.0,125.0,272.5
43.0,45.9,92.5,55.0,125.0,272.5
22.0,56.3,145.0,77.5,162.5,385.0
21.0,131.3,172.5,75.0,155.0,402.5
40.0,71.4,125.0,77.5,145.0,347.5
45.0,71.7,157.5,92.5,175.0,425.0
25.0,49.8,102.5,50.0,137.5,290.0
29.0,51.9,80.0,42.5,105.0,227.5
34.0,56.6,95.0,62.5,100.0,257.5
28.0,55.3,80.0,47.5,110.0,237.5
28.0,61.8,122.5,57.5,127.5,307.5
45.0,71.7,157.5,92.5,175.0,425.0
36.0,66.9,140.0,77.5,167.5,385.0
40.0,71.4,125.0,77.5,145.0,347.5
25.0,70.5,115.0,62.5,142.5,320.0
31.0,83.4,122.5,62.5,137.5,322.5
26.0,79.5,82.5,57.5,120.0,260.0
29.0,94.8,155.0,97.5,187.5,440.0
33.0,106.6,142.5,62.5,160.0,365.0
10.0,42.3,55.0,28.0,92.5,175.5
23.0,73.4,175.0,117.5,200.0,492.5
21.0,67.4,170.0,105.0,200.0,475.0
21.0,81.3,260.0,135.0,270.0,665.0
42.0,92.1,202.5,135.0,255.0,592.5
27.0,63.4,187.5,110.0,252.5,550.0
22.0,79.9,187.5,125.0,245.0,557.5
25.0,83.4,227.5,127.5,240.0,595.0
19.0,82.0,202.5,132.5,225.0,560.0
19.0,150.0,227.5,137.5,227.5,592.5
50.0,120.4,150.0,30.0,285.0,465.0
28.0,76.94,190.0,122.5,200.0,512.5
33.0,62.9,142.5,70.0,167.5,380.0
33.0,112.9,142.5,65.0,142.5,350.0
41.0,114.1,250.0,182.5,310.0,742.5
33.0,89.2,220.0,140.0,227.5,587.5
25.0,119.1,255.0,150.0,267.5,672.5
18.0,89.2,132.5,120.0,155.0,407.5
12.0,40.4,40.0,25.0,55.0,120.0
22.0,46.3,95.0,58.0,130.0,283.0
39.0,43.1,67.5,40.0,102.5,210.0
48.0,46.8,65.0,35.0,95.0,195.0
38.0,47.0,77.5,60.0,145.0,282.5
13.0,51.6,92.5,50.5,125.0,268.0
17.0,51.1,82.5,65.0,107.5,255.0
20.0,51.8,117.5,67.5,135.0,320.0
20.0,50.7,72.5,52.5,105.0,230.0
65.0,47.7,82.5,45.0,110.0,237.5
44.0,51.8,142.5,77.5,145.0,365.0
25.0,50.9,122.5,67.5,158.0,348.0
36.0,49.6,120.0,77.5,147.5,345.0
20.0,51.8,117.5,67.5,135.0,320.0
36.0,50.5,120.0,55.0,117.5,292.5
29.0,51.4,102.5,70.0,120.0,292.5
32.0,50.6,95.0,50.0,127.5,272.5
39.0,49.2,87.5,60.0,115.0,262.5
65.0,47.7,82.5,45.0,110.0,237.5
20.0,55.6,122.5,75.0,142.5,340.0
22.0,56.1,122.5,60.0,140.0,322.5
23.0,54.6,105.0,52.5,130.0,287.5
22.0,54.8,57.5,40.0,82.5,180.0
47.0,56.3,65.0,50.0,117.5,232.5
47.0,55.2,52.5,45.0,92.5,190.0
50.0,56.3,92.5,80.0,147.5,320.0
26.0,55.4,130.0,70.0,152.5,352.5
29.0,56.6,127.5,77.5,147.5,352.5
22.0,56.1,122.5,60.0,140.0,322.5
50.0,56.3,92.5,80.0,147.5,320.0
25.0,55.9,107.5,57.5,150.0,315.0
36.0,54.7,102.5,60.0,127.5,290.0
27.0,54.4,95.0,62.5,130.0,287.5
30.0,57.0,82.5,72.5,125.0,280.0
37.0,56.6,87.5,60.0,97.5,245.0
15.0,58.0,82.5,47.5,100.0,230.0
19.0,61.6,92.5,45.0,132.5,270.0
19.0,58.2,82.5,47.5,130.0,260.0
19.0,59.9,70.0,47.5,120.0,237.5
20.0,61.4,118.5,77.5,157.5,353.5
23.0,61.6,110.0,70.0,172.5,352.5
21.0,62.1,85.0,50.0,132.5,267.5
23.0,61.1,92.5,57.5,112.5,262.5
21.0,59.7,75.0,52.5,115.0,242.5
19.0,61.6,92.5,45.0,132.5,270.0
40.0,61.4,145.0,135.0,195.0,475.0
54.0,58.2,95.0,62.5,127.5,285.0
52.0,61.3,107.5,50.0,117.5,275.0
53.0,61.4,85.0,62.5,112.5,260.0
55.0,61.9,110.0,72.5,117.5,300.0
59.0,60.7,87.5,60.0,135.0,282.5
55.0,59.0,102.5,55.0,112.5,270.0
68.0,59.4,82.5,57.5,110.0,250.0
40.0,61.4,145.0,135.0,195.0,475.0
28.0,61.5,132.5,75.0,172.5,380.0
26.0,61.7,125.0,77.5,152.5,355.0
31.0,62.6,97.5,77.5,125.0,300.0
34.0,60.9,107.5,57.5,122.5,287.5
23.0,60.0,102.5,60.0,122.5,285.0
52.0,61.3,107.5,50.0,117.5,275.0
25.0,61.5,100.0,57.5,117.5,275.0
36.0,59.9,95.0,47.5,115.0,257.5
68.0,59.4,82.5,57.5,110.0,250.0
26.0,59.9,85.0,40.0,100.0,225.0
28.0,69.2,65.0,40.0,97.5,202.5
12.0,69.2,85.0,47.5,100.0,232.5
15.0,70.3,105.0,55.0,125.0,285.0
15.0,67.8,95.0,50.0,130.0,275.0
17.0,69.5,90.0,52.5,112.5,255.0
19.0,63.5,95.0,42.5,122.5,260.0
18.0,67.1,77.5,42.5,112.5,232.5
22.0,70.5,127.5,82.5,173.0,383.0
23.0,71.5,130.0,80.0,152.5,362.5
22.0,69.0,117.5,65.0,172.5,355.0
23.0,65.5,107.5,65.0,160.0,332.5
22.0,70.2,115.0,72.5,137.5,325.0
20.0,69.2,127.5,62.5,130.0,320.0
20.0,64.6,110.0,65.0,137.5,312.5
23.0,67.7,110.0,60.0,137.5,307.5
20.0,71.0,102.5,70.0,132.5,305.0
22.0,69.0,117.5,65.0,172.5,355.0
20.0,69.2,127.5,62.5,130.0,320.0
40.0,70.9,132.5,75.0,162.5,370.0
44.0,66.8,137.5,80.0,150.0,367.5
49.0,71.1,102.5,76.0,127.5,306.0
54.0,69.3,100.0,52.5,137.5,290.0
56.0,67.5,92.5,77.5,135.0,305.0
29.0,70.2,130.0,75.0,152.5,357.5
34.0,63.6,152.5,92.5,230.0,475.0
22.0,70.5,127.5,82.5,173.0,383.0
40.0,70.9,132.5,75.0,162.5,370.0
44.0,66.8,137.5,80.0,150.0,367.5
23.0,71.5,130.0,80.0,152.5,362.5
26.0,68.6,127.5,67.5,167.5,362.5
29.0,70.2,130.0,75.0,152.5,357.5
33.0,70.8,132.5,65.0,160.0,357.5
22.0,69.0,117.5,65.0,172.5,355.0
31.0,70.8,122.5,67.5,165.0,355.0
39.0,70.5,137.5,70.0,142.5,350.0
30.0,66.3,122.5,67.5,150.0,340.0
25.0,66.7,130.0,60.0,150.0,340.0
23.0,65.5,107.5,65.0,160.0,332.5
38.0,71.9,100.0,60.0,150.0,310.0
56.0,67.5,92.5,77.5,135.0,305.0
15.0,70.3,105.0,55.0,125.0,285.0
31.0,64.3,85.0,57.5,120.0,262.5
27.0,71.8,102.5,47.5,110.0,260.0
37.0,70.4,80.0,50.0,112.5,242.5
19.0,74.4,112.5,52.5,161.0,326.0
22.0,82.7,152.5,85.0,193.0,430.5
23.0,76.6,130.0,67.5,152.5,350.0
20.0,82.4,132.5,67.5,150.0,350.0
44.0,80.3,105.0,67.5,127.5,300.0
66.0,81.5,75.0,37.5,105.0,217.5
22.0,82.7,152.5,85.0,193.0,430.5
29.0,78.4,147.5,80.0,170.0,397.5
32.0,76.2,130.0,77.5,185.0,392.5
33.0,80.1,127.5,65.0,152.5,345.0
34.0,75.9,120.0,52.5,137.5,310.0
25.0,74.8,120.0,55.0,125.0,300.0
16.0,109.0,132.5,77.5,162.5,372.5
42.0,91.1,182.5,90.0,182.5,455.0
44.0,98.4,110.0,82.5,175.0,367.5
42.0,88.0,115.0,52.5,137.5,305.0
44.0,92.4,85.0,57.5,135.0,277.5
46.0,85.5,152.5,115.0,170.0,437.5
49.0,107.2,70.0,70.0,102.5,242.5
56.0,106.3,137.5,92.5,145.0,375.0
24.0,108.4,187.5,105.0,213.0,505.5
42.0,91.1,182.5,90.0,182.5,455.0
35.0,109.6,182.5,92.5,177.5,452.5
37.0,117.0,172.5,102.5,170.0,445.0
46.0,85.5,152.5,115.0,170.0,437.5
24.0,88.7,150.0,80.0,192.5,422.5
27.0,113.8,157.5,72.5,160.0,390.0
56.0,106.3,137.5,92.5,145.0,375.0
44.0,98.4,110.0,82.5,175.0,367.5
28.0,102.5,110.0,62.5,160.0,332.5
37.0,108.8,65.0,70.0,137.5,272.5
49.0,107.2,70.0,70.0,102.5,242.5
15.0,51.7,82.5,65.0,112.5,260.0
17.0,58.1,112.5,82.5,145.0,340.0
17.0,54.2,70.0,55.0,102.5,227.5
18.0,58.7,142.5,92.5,182.5,417.5
19.0,57.8,110.0,65.0,147.5,322.5
23.0,58.6,150.0,100.0,195.0,445.0
21.0,55.0,82.5,67.5,130.0,280.0
47.0,58.6,185.0,105.0,255.0,545.0
47.0,58.6,185.0,105.0,255.0,545.0
23.0,58.6,150.0,100.0,195.0,445.0
17.0,58.1,112.5,82.5,145.0,340.0
15.0,51.7,82.5,65.0,112.5,260.0
14.0,62.5,150.0,117.5,170.0,437.5
15.0,64.4,125.0,85.0,150.0,360.0
14.0,60.5,100.0,75.0,125.0,300.0
14.0,60.9,75.0,65.0,137.5,277.5
17.0,65.5,197.5,92.5,205.0,495.0
17.0,64.9,160.0,112.5,192.5,465.0
19.0,65.1,177.5,127.5,200.0,505.0
18.0,61.9,175.0,77.5,205.0,457.5
19.0,63.2,150.0,100.0,172.5,422.5
22.0,64.5,157.5,97.5,190.0,445.0
21.0,65.2,127.5,122.5,192.5,442.5
22.0,64.5,157.5,97.5,190.0,445.0
47.0,64.3,175.0,115.0,235.0,525.0
51.0,65.3,170.0,125.0,215.0,510.0
51.0,64.8,150.0,102.5,202.5,455.0
21.0,65.2,127.5,122.5,192.5,442.5
27.0,65.3,195.0,150.0,237.5,582.5
25.0,65.2,205.0,127.5,242.5,575.0
32.0,65.5,182.5,125.0,227.5,535.0
47.0,64.3,175.0,115.0,235.0,525.0
24.0,62.8,192.5,102.5,205.0,500.0
17.0,64.9,160.0,112.5,192.5,465.0
21.0,65.2,127.5,122.5,192.5,442.5
17.0,71.4,192.5,120.0,202.5,515.0
17.0,69.0,150.0,112.5,200.0,462.5
16.0,71.2,127.5,70.0,170.0,367.5
19.0,73.2,170.0,130.0,227.5,527.5
18.0,72.1,182.5,135.0,207.5,525.0
21.0,73.8,205.0,135.0,242.5,582.5
22.0,72.2,175.0,125.0,227.5,527.5
23.0,72.8,182.5,135.0,207.5,525.0
20.0,73.2,160.0,110.0,253.0,523.0
23.0,73.4,187.5,135.0,197.5,520.0
22.0,73.1,170.0,115.0,215.0,500.0
21.0,73.5,185.0,102.5,210.0,497.5
21.0,73.2,165.0,120.0,202.5,487.5
20.0,73.2,167.5,115.0,187.5,470.0
21.0,71.0,137.5,102.5,182.5,422.5
22.0,73.1,170.0,115.0,215.0,500.0
21.0,73.2,165.0,120.0,202.5,487.5
21.0,71.0,137.5,102.5,182.5,422.5
40.0,72.4,140.0,120.0,167.5,427.5
44.0,72.2,122.5,95.0,167.5,385.0
53.0,73.7,185.0,140.0,230.0,555.0
60.0,73.3,202.5,107.5,237.5,547.5
22.0,67.6,75.0,75.0,125.0,275.0
24.0,73.0,205.0,163.0,247.5,615.5
34.0,73.7,200.0,130.0,257.5,587.5
29.0,72.6,197.5,142.5,232.5,572.5
27.0,73.1,202.5,130.0,210.0,542.5
24.0,73.5,190.0,140.0,202.5,532.5
23.0,73.4,187.5,135.0,197.5,520.0
25.0,71.7,180.0,97.5,230.0,507.5
22.0,73.1,170.0,115.0,215.0,500.0
26.0,74.0,160.0,125.0,185.0,470.0
24.0,72.6,147.5,100.0,210.0,457.5
21.0,71.0,137.5,102.5,182.5,422.5
22.0,67.6,75.0,75.0,125.0,275.0
15.0,77.5,117.5,72.5,137.5,327.5
16.0,81.9,207.5,138.0,237.5,583.0
17.0,74.6,155.0,130.0,212.5,497.5
19.0,78.9,222.5,125.0,232.5,580.0
19.0,78.5,195.0,120.0,230.0,545.0
23.0,80.9,250.0,162.5,265.0,677.5
20.0,80.9,240.0,142.5,277.5,660.0
21.0,79.7,215.0,165.0,257.5,637.5
21.0,80.5,230.0,142.5,255.0,627.5
23.0,81.9,205.0,165.0,257.5,627.5
21.0,81.9,210.0,150.0,257.5,617.5
20.0,81.6,207.5,132.5,267.5,607.5
22.0,81.7,200.0,147.5,252.5,600.0
22.0,82.9,222.5,157.5,220.0,600.0
22.0,81.4,187.5,150.0,260.0,597.5
20.0,81.9,215.0,132.5,230.0,577.5
21.0,78.4,200.0,120.0,242.5,562.5
20.0,80.2,182.5,132.5,205.0,520.0
22.0,76.4,152.5,105.0,167.5,425.0
21.0,81.9,210.0,150.0,257.5,617.5
22.0,81.7,200.0,147.5,252.5,600.0
22.0,81.4,187.5,150.0,260.0,597.5
21.0,78.4,200.0,120.0,242.5,562.5
41.0,82.4,227.5,155.0,232.5,615.0
40.0,80.5,140.0,110.0,150.0,400.0
48.0,82.7,210.0,177.5,252.5,640.0
47.0,82.1,210.0,160.0,230.0,600.0
49.0,82.8,207.5,155.0,262.5,625.0
50.0,82.8,170.0,95.0,212.5,477.5
70.0,80.3,100.0,85.0,160.0,345.0
70.0,79.7,72.5,75.0,140.0,287.5
71.0,81.7,45.0,108.0,100.0,253.0
79.0,80.9,122.5,77.5,170.0,370.0
21.0,81.9,210.0,150.0,257.5,617.5
41.0,82.4,227.5,155.0,232.5,615.0
34.0,83.0,255.0,162.5,315.0,732.5
25.0,82.5,255.0,155.0,287.5,697.5
23.0,80.9,250.0,162.5,265.0,677.5
28.0,81.0,232.5,165.0,260.0,657.5
26.0,82.3,230.0,145.0,280.0,655.0
29.0,82.6,230.0,182.5,227.5,640.0
48.0,82.7,210.0,177.5,252.5,640.0
29.0,82.2,210.0,167.5,250.0,627.5
21.0,80.5,230.0,142.5,255.0,627.5
23.0,81.9,205.0,165.0,257.5,627.5
49.0,82.8,207.5,155.0,262.5,625.0
41.0,82.4,227.5,155.0,232.5,615.0
31.0,82.1,197.5,147.5,260.0,605.0
26.0,79.9,205.0,130.0,265.0,600.0
22.0,81.7,200.0,147.5,252.5,600.0
47.0,82.1,210.0,160.0,230.0,600.0
22.0,82.9,222.5,157.5,220.0,600.0
20.0,81.9,215.0,132.5,230.0,577.5
32.0,82.4,182.5,155.0,240.0,577.5
21.0,78.4,200.0,120.0,242.5,562.5
25.0,81.5,200.0,132.5,225.0,557.5
31.0,82.5,192.5,130.0,235.0,557.5
28.0,75.5,205.0,115.0,225.0,545.0
34.0,81.7,185.0,137.5,222.5,545.0
25.0,82.9,182.5,125.0,207.5,515.0
15.0,86.1,152.5,102.5,187.5,442.5
19.0,91.8,227.5,157.5,257.5,642.5
18.0,89.4,182.5,130.0,232.5,545.0
19.0,86.6,165.0,130.0,175.0,470.0
21.0,92.9,245.0,167.5,317.5,730.0
22.0,90.3,237.5,145.0,272.5,655.0
23.0,91.3,205.0,142.5,242.5,590.0
22.0,90.5,200.0,130.0,237.5,567.5
22.0,87.3,160.0,130.0,240.0,530.0
23.0,91.9,185.0,120.0,220.0,525.0
22.0,84.9,140.0,117.5,185.0,442.5
21.0,92.9,245.0,167.5,317.5,730.0
44.0,85.7,237.5,165.0,260.0,662.5
44.0,85.7,145.0,115.0,175.0,435.0
45.0,92.0,210.0,150.0,250.0,610.0
45.0,87.9,167.5,102.5,200.0,470.0
48.0,85.4,147.5,102.5,205.0,455.0
53.0,91.7,282.5,197.5,307.5,787.5
56.0,90.2,165.0,152.5,170.0,487.5
57.0,92.1,150.0,120.0,190.0,460.0
68.0,92.1,160.0,90.0,230.0,480.0
71.0,91.6,70.0,47.5,125.0,242.5
53.0,91.7,282.5,197.5,307.5,787.5
34.0,92.5,260.0,212.5,297.5,770.0
21.0,92.9,245.0,167.5,317.5,730.0
30.0,91.9,245.0,172.5,292.5,710.0
31.0,92.2,272.5,152.5,282.5,707.5
28.0,91.2,227.5,162.5,282.5,672.5
27.0,92.7,227.5,162.5,280.0,670.0
36.0,91.6,252.5,155.0,260.0,667.5
44.0,85.7,237.5,165.0,260.0,662.5
26.0,91.4,242.5,147.5,270.0,660.0
27.0,91.1,212.5,195.0,250.0,657.5
33.0,92.1,230.0,167.5,260.0,657.5
27.0,89.6,230.0,145.0,272.5,647.5
33.0,90.9,215.0,155.0,265.0,635.0
27.0,90.2,217.5,150.0,255.0,622.5
24.0,91.7,215.0,147.5,250.0,612.5
32.0,92.5,205.0,140.0,267.5,612.5
24.0,88.0,220.0,155.0,230.0,605.0
27.0,92.4,200.0,130.0,272.5,602.5
27.0,91.8,195.0,147.5,232.5,575.0
25.0,90.4,197.5,125.0,235.0,557.5
36.0,92.5,190.0,122.5,240.0,552.5
32.0,90.8,195.0,122.5,215.0,532.5
17.0,100.0,220.0,147.5,205.0,572.5
19.0,96.6,250.0,127.5,245.0,622.5
19.0,101.5,227.5,137.5,230.0,595.0
18.0,102.1,205.0,130.0,227.5,562.5
22.0,103.1,277.5,170.0,290.0,737.5
21.0,104.7,257.5,172.5,305.0,735.0
22.0,95.7,252.5,150.0,327.5,730.0
22.0,104.0,280.0,152.5,287.5,720.0
21.0,103.1,245.0,170.0,275.0,690.0
21.0,103.9,222.5,195.0,257.5,675.0
21.0,102.5,215.0,162.5,287.5,665.0
21.0,102.1,225.0,142.5,252.5,620.0
22.0,105.0,205.0,150.0,247.5,602.5
22.0,100.9,202.5,140.0,252.5,595.0
20.0,97.6,207.5,137.5,205.0,550.0
23.0,101.0,175.0,122.5,220.0,517.5
22.0,104.0,280.0,152.5,287.5,720.0
21.0,103.9,222.5,195.0,257.5,675.0
21.0,102.1,225.0,142.5,252.5,620.0
22.0,105.0,205.0,150.0,247.5,602.5
18.0,102.1,205.0,130.0,227.5,562.5
45.0,102.0,207.5,152.5,262.5,622.5
46.0,98.4,200.0,175.0,245.0,620.0
48.0,102.9,227.5,157.5,215.0,600.0
45.0,101.9,182.5,162.5,250.0,595.0
53.0,102.2,272.5,150.0,295.0,717.5
54.0,102.6,190.0,120.0,222.5,532.5
55.0,104.1,210.0,127.5,245.0,582.5
57.0,94.5,182.5,140.0,252.5,575.0
63.0,102.9,155.0,102.5,190.0,447.5
74.0,101.3,100.0,75.0,150.0,325.0
21.0,103.9,222.5,195.0,257.5,675.0
34.0,102.6,305.0,175.0,305.0,785.0
26.0,104.1,282.5,192.5,300.0,775.0
22.0,103.1,277.5,170.0,290.0,737.5
22.0,95.7,252.5,150.0,327.5,730.0
24.0,103.1,265.0,175.0,285.0,725.0
30.0,104.1,260.0,180.0,280.0,720.0
53.0,102.2,272.5,150.0,295.0,717.5
25.0,100.1,270.0,167.5,277.5,715.0
28.0,103.3,272.5,190.0,250.0,712.5
25.0,104.8,247.5,155.0,302.5,705.0
26.0,96.7,240.0,172.5,290.0,702.5
25.0,101.2,247.5,135.0,312.5,695.0
38.0,103.4,230.0,147.5,305.0,682.5
21.0,103.9,222.5,195.0,257.5,675.0
29.0,105.0,232.5,185.0,250.0,667.5
35.0,103.8,245.0,162.5,250.0,657.5
41.0,103.1,207.5,152.5,267.5,627.5
24.0,96.2,202.5,175.0,230.0,607.5
22.0,100.9,202.5,140.0,252.5,595.0
19.0,101.5,227.5,137.5,230.0,595.0
17.0,100.0,220.0,147.5,205.0,572.5
26.0,98.4,195.0,150.0,225.0,570.0
19.0,116.9,250.0,162.5,262.5,675.0
22.0,113.5,247.5,202.5,277.5,727.5
21.0,115.2,265.0,167.5,235.0,667.5
26.0,106.6,220.0,190.0,260.0,670.0
40.0,117.9,250.0,180.0,250.0,680.0
43.0,108.9,200.0,175.0,272.5,647.5
44.0,117.5,182.5,127.5,220.0,530.0
48.0,115.1,220.0,175.0,237.5,632.5
49.0,110.9,205.0,132.5,227.5,565.0
49.0,112.4,205.0,132.5,227.5,565.0
54.0,118.1,165.0,162.5,230.0,557.5
57.0,108.1,197.5,140.0,240.0,577.5
68.0,108.3,167.5,142.5,160.0,470.0
70.0,113.9,105.0,132.5,165.0,402.5
27.0,118.5,177.5,102.5,232.5,512.5
24.0,109.7,237.5,160.0,292.5,690.0
34.0,110.0,185.0,197.5,260.0,642.5
28.0,118.8,337.5,205.0,370.0,912.5
37.0,118.5,280.0,212.5,327.5,820.0
30.0,119.0,285.0,215.0,317.5,817.5
28.0,116.6,277.5,175.0,330.0,782.5
37.0,114.1,265.0,185.0,320.0,770.0
32.0,110.5,250.0,182.5,317.5,750.0
30.0,118.0,272.5,182.5,295.0,750.0
36.0,119.0,255.0,190.0,287.5,732.5
24.0,109.7,237.5,160.0,292.5,690.0
40.0,117.9,250.0,180.0,250.0,680.0
26.0,106.6,220.0,190.0,260.0,670.0
29.0,117.2,235.0,162.5,265.0,662.5
34.0,110.0,185.0,197.5,260.0,642.5
48.0,115.1,220.0,175.0,237.5,632.5
29.0,105.9,205.0,142.5,252.5,600.0
37.0,114.3,227.5,152.5,220.0,600.0
27.0,118.5,177.5,102.5,232.5,512.5
16.0,126.0,257.5,137.5,290.0,685.0
16.0,125.2,100.0,100.0,182.5,382.5
19.0,127.5,227.5,165.0,252.5,645.0
19.0,181.0,210.0,137.5,210.0,557.5
21.0,156.0,287.5,187.5,302.5,777.5
47.0,137.5,195.0,175.0,250.0,620.0
47.0,141.0,217.5,150.0,250.0,617.5
27.0,152.5,237.5,187.5,280.0,705.0
26.0,162.6,400.5,227.5,340.0,968.0
26.0,162.5,395.0,222.5,320.0,937.5
27.0,141.4,307.5,255.5,277.5,840.5
41.0,143.4,302.5,200.0,327.5,830.0
36.0,139.2,290.0,167.5,340.0,797.5
26.0,128.5,275.0,202.5,305.0,782.5
33.0,129.0,280.0,182.5,295.0,757.5
27.0,152.5,237.5,187.5,280.0,705.0
54.0,61.0,95.0,57.5,105.0,257.5
54.0,61.0,95.0,57.5,105.0,257.5
27.0,72.2,170.0,107.5,187.5,465.0
27.0,91.8,210.0,172.5,245.0,627.5
51.0,61.1,72.5,52.5,137.5,262.5
51.0,61.1,72.5,52.5,137.5,262.5
26.0,68.5,140.0,55.0,155.0,350.0
24.0,68.5,107.5,57.5,125.0,290.0
37.0,65.0,100.0,55.0,120.0,275.0
24.0,84.0,85.0,45.0,107.5,237.5
38.0,100.0,90.0,52.5,107.5,250.0
21.0,65.2,145.0,72.5,187.5,405.0
15.0,65.2,92.5,75.0,145.0,312.5
76.0,83.4,50.0,50.0,177.5,277.5
23.0,68.2,122.5,75.0,132.5,330.0
21.0,82.5,125.0,60.0,150.0,335.0
36.0,81.3,100.0,62.5,132.5,295.0
56.0,83.1,75.0,57.5,115.0,247.5
46.0,90.6,97.5,67.5,150.0,315.0
22.0,71.0,105.0,65.0,145.0,315.0
35.0,119.9,135.0,70.0,155.0,360.0
22.0,56.5,137.5,70.0,152.5,360.0
49.0,116.4,152.5,77.5,200.0,430.0
42.0,105.0,160.0,77.5,162.5,400.0
53.0,70.5,92.5,60.0,130.0,282.5
49.0,113.6,182.5,125.0,190.0,497.5
22.0,56.5,137.5,70.0,152.5,360.0
26.0,69.1,160.0,80.0,182.5,422.5
20.0,70.9,100.0,60.0,115.0,275.0
23.0,82.0,125.0,57.5,137.5,320.0
49.0,113.6,182.5,125.0,190.0,497.5
49.0,116.4,152.5,77.5,200.0,430.0
22.0,73.3,210.0,147.5,255.0,612.5
21.0,72.8,197.5,137.5,230.0,565.0
72.0,92.1,132.5,87.5,160.0,380.0
18.0,66.0,212.5,147.5,250.0,610.0
27.0,64.0,170.0,115.0,205.0,490.0
22.0,73.3,210.0,147.5,255.0,612.5
24.0,73.0,202.5,127.5,245.0,575.0
25.0,82.0,205.0,145.0,245.0,595.0
24.0,81.7,205.0,132.5,232.5,570.0
36.0,91.8,270.0,175.0,312.5,757.5
28.0,92.1,250.0,132.5,277.5,660.0
24.0,101.0,230.0,162.5,277.5,670.0
24.0,101.6,240.0,140.0,262.5,642.5
25.0,95.8,207.5,120.0,257.5,585.0
16.0,62.3,152.5,87.5,165.0,405.0
18.0,66.0,212.5,147.5,250.0,610.0
62.0,81.1,55.0,35.0,67.5,157.5
30.0,51.35,72.5,50.0,100.0,222.5
34.0,83.95,140.0,62.5,145.0,347.5
14.0,92.55,47.5,32.5,82.5,162.5
15.0,72.45,110.0,72.5,142.5,325.0
24.0,91.1,210.0,142.5,205.0,557.5
15.0,72.45,110.0,72.5,142.5,325.0
31.0,61.7,215.0,135.0,267.5,617.5
24.0,97.1,277.5,155.0,275.0,707.5
27.0,129.3,322.5,207.5,332.5,862.5
23.0,70.9,110.0,47.5,135.0,292.5
24.0,88.0,122.5,67.5,130.0,320.0
26.0,83.5,167.5,97.5,175.0,440.0
28.0,102.1,260.0,175.0,250.0,685.0
35.0,108.4,217.5,145.0,222.5,585.0
16.0,79.7,142.5,85.0,190.0,417.5
19.0,119.2,162.5,100.0,200.0,462.5
31.0,79.5,185.0,137.5,215.0,537.5
27.0,143.7,300.0,170.0,325.0,795.0
19.0,91.4,217.5,127.5,245.0,590.0
32.0,101.3,147.5,70.0,140.0,357.5
18.0,69.7,158.8,102.1,192.8,453.7
23.0,68.2,117.9,63.5,154.2,335.6
22.0,103.1,206.4,136.1,256.3,598.8
26.0,82.1,197.3,120.2,240.4,557.9
24.0,91.9,217.7,145.2,240.4,603.3
27.0,100.4,220.0,147.4,244.9,612.3
23.0,55.0,117.5,87.5,152.5,357.5
22.0,66.5,147.5,112.5,200.0,460.0
21.0,71.5,150.0,87.5,160.0,397.5
24.0,81.3,212.5,137.5,237.5,587.5
20.0,76.3,170.0,85.0,207.5,462.5
25.0,106.5,217.5,130.0,210.0,557.5
34.0,62.8,105.0,70.0,140.0,315.0
54.0,79.3,175.0,120.0,192.5,487.5
44.0,79.5,117.5,100.0,162.5,380.0
40.0,80.1,125.0,100.0,147.5,372.5
32.0,83.6,175.0,145.0,222.5,542.5
30.0,88.6,190.0,115.0,235.0,540.0
26.0,98.4,207.5,137.5,245.0,590.0
39.0,117.8,295.0,210.0,312.5,817.5
44.0,79.5,117.5,100.0,162.5,380.0
40.0,80.1,125.0,100.0,147.5,372.5
43.0,89.7,192.5,142.5,190.0,525.0
43.0,89.7,192.5,142.5,190.0,525.0
47.0,90.0,215.0,137.5,250.0,602.5
54.0,79.3,175.0,120.0,192.5,487.5
53.0,94.0,155.0,97.5,182.5,435.0
24.0,47.8,87.5,47.5,112.5,247.5
24.0,65.1,95.0,42.5,115.0,252.5
49.0,79.7,80.0,57.5,112.5,250.0
54.0,54.8,60.0,37.5,102.5,200.0
24.0,111.2,227.5,127.5,240.0,595.0
22.0,65.5,172.5,92.5,197.5,462.5
49.0,112.0,170.0,137.5,227.5,535.0
31.0,98.5,225.0,152.5,265.0,642.5
28.0,70.5,127.5,67.5,137.5,332.5
