This data set is used in CMSE 201 Section 004
IDX TYPE X Y Z VX VY VZ
96523 2 2.05306 35.2849 4.3855 -0.0248362 -0.331476 -0.102448 
106322 2 1.17123 38.5589 4.26896 0.0659285 -0.261826 0.261069 
98775 2 1.8209 36.7858 0.0859569 -0.267086 -0.00447272 0.207346 
105539 2 2.28531 37.3933 4.4081 -0.170672 0.722653 -0.126627 
108762 2 2.18525 36.083 0.0295068 -0.545166 0.241886 -0.31715 
99018 2 1.26202 37.8505 0.871271 -0.151647 -0.454786 -0.308662 
106651 2 2.75927 39.7217 1.98877 -0.23113 -0.0751778 -0.269351 
110574 2 2.75918 39.0678 2.96412 0.0573103 0.213687 -0.420561 
113816 2 1.08427 38.5478 3.76326 0.473425 -0.36196 -0.241848 
96524 2 2.28188 37.3983 3.96972 0.390405 0.60897 0.232547 
102986 2 1.80258 35.4431 3.71613 -0.704946 0.295456 -0.115122 
99345 2 2.80915 36.9362 1.82299 0.458621 0.0769794 0.151591 
98575 2 2.61556 36.3132 1.39204 -0.119006 -0.364841 0.417272 
106141 2 3.9813 39.2744 0.0996306 0.406171 0.632006 0.482589 
107659 2 3.9957 38.393 1.33163 -0.482019 0.0128816 -0.0593677 
101028 2 1.4488 39.8172 4.46329 0.462533 -0.103093 -0.570635 
99484 2 3.90893 38.5273 2.3034 -0.210341 0.816384 0.100796 
113935 2 3.21868 38.1231 2.29553 0.449689 0.178933 0.30857 
98776 2 1.53462 37.4679 0.07924 0.217056 -0.0968874 0.301372 
106142 2 3.40666 37.359 0.326038 -0.135977 0.30775 -0.022678 
97674 2 3.29017 37.6301 3.09572 0.355803 -0.227912 -0.488918 
106093 2 3.59001 38.7507 0.28203 0.142063 -0.0032077 -0.771 
105540 2 3.02523 38.9592 3.24742 -0.157216 -0.270278 -0.309577 
106579 2 3.56076 39.2108 3.26558 -0.0871921 0.239541 0.124848 
102930 2 3.92053 35.7379 0.0234389 0.493726 -0.349547 0.0571517 
114315 2 1.66921 38.7912 6.86687 0.350561 0.278356 0.321374 
112976 2 3.79936 35.0954 8.75281 0.319615 -0.00838149 -0.118478 
99133 2 2.99605 39.1553 6.89651 -0.22497 0.343252 0.0286117 
109760 2 2.15427 36.1681 6.91288 0.0330114 -0.506142 0.404846 
107523 2 2.06502 37.7023 5.64518 0.356059 0.183472 -0.427691 
113521 2 3.67412 36.2155 7.34606 0.00315364 0.505646 0.234669 
103717 2 1.67534 35.3715 5.60566 -0.365461 -0.154169 -0.254038 
101748 2 2.04426 38.6778 8.60366 -0.465331 0.298488 0.108231 
103148 2 3.66382 35.7084 9.95245 0.123712 0.265503 -0.624043 
101368 2 1.35936 38.1588 5.03022 -0.420665 -0.0751745 0.13456 
108485 2 2.33361 35.9978 6.43551 0.0278183 -0.0824682 -0.458733 
103718 2 1.68451 37.3621 5.90328 -0.36355 0.495963 0.0256305 
97383 2 3.2879 36.6671 9.51174 -0.0202638 0.213553 -0.137799 
106109 2 3.32336 38.6084 6.68243 0.00243056 -0.371003 -0.509829 
107190 2 2.39245 39.0802 8.74948 -0.0546528 0.304741 0.59605 
105330 2 1.66458 35.7745 7.87966 -0.283268 0.0259925 -0.0978472 
105329 2 2.02512 37.8397 8.22556 0.218425 0.673457 0.179934 
106110 2 3.18594 39.818 6.57636 -0.408321 -0.333283 -0.228797 
112457 2 1.52006 36.38 8.27009 0.0905237 -0.0251781 -0.164021 
96546 2 2.94596 37.6297 7.68836 0.105054 0.359371 -0.316552 
97752 2 2.14113 35.6398 7.97298 -0.082433 -0.0149079 -0.385027 
99134 2 2.93343 39.4271 6.92422 0.926877 0.617858 0.276295 
101747 2 2.29345 38.377 9.36345 -0.304448 -0.086005 -0.0649019 
97369 2 3.15113 36.8925 9.44534 0.163879 -0.289254 0.00914253 
110017 2 2.46892 36.8069 9.67904 0.118861 0.0892294 0.0400174 
112647 2 2.65374 38.5163 9.71088 0.189402 0.231947 -0.0184973 
101027 2 1.47138 38.4282 5.0621 0.0556595 0.810192 -0.127298 
96545 2 2.73071 36.1971 6.88762 0.496547 -0.232949 0.511574 
109759 2 1.91565 37.4746 6.1819 -0.11042 0.216584 -0.144317 
110601 2 1.38358 35.6822 6.76077 -0.385019 0.276532 -0.442665 
108486 2 2.63652 36.6336 5.96125 0.0127479 -0.170119 0.10329 
110956 2 3.51874 35.0608 7.20431 -0.134497 0.258174 0.163869 
107969 2 3.89968 36.1096 9.88021 -0.0949999 -0.0452922 0.0545118 
99130 2 1.66699 36.9726 8.73367 0.0807044 -0.134686 -0.211319 
107524 2 2.324 39.8303 5.46871 0.138871 0.0476221 -0.0743637 
110570 2 2.9194 38.074 7.98271 -0.490545 0.393551 0.026064 
109492 2 2.95889 38.082 6.28132 -0.06693 0.09219 -0.480093 
112648 2 2.74606 38.7465 9.2149 -0.303655 0.209965 0.259155 
112443 2 3.78637 38.4892 8.01796 -0.0955419 0.541967 0.186431 
103147 2 3.87657 37.4996 9.89634 0.82905 0.208944 -0.222314 
112782 2 3.94864 37.3217 5.35216 0.0846992 0.311491 0.345009 
112458 2 1.78791 38.6205 8.49452 -0.366405 0.188863 -0.22127 
113522 2 3.91967 38.1766 7.05326 0.0522339 0.304517 0.259867 
104665 2 3.16415 35.5785 6.90837 0.147712 0.217173 0.143744 
110667 2 2.34407 36.509 8.18351 -0.336859 0.285694 -0.40964 
109491 2 3.22662 37.6674 6.80485 -0.57795 -0.539273 -0.123912 
97370 2 3.7291 38.3735 8.7711 0.271743 0.211268 0.495709 
110018 2 2.05563 35.954 9.35358 0.328085 0.367027 0.0334222 
109500 2 3.53042 35.6102 7.37946 0.113126 0.0255781 -0.33746 
110569 2 2.74912 36.0977 7.79934 0.364691 0.365594 0.442497 
110955 2 3.42393 35.349 7.72993 -0.178978 -0.260093 0.320946 
97384 2 3.08837 35.1913 9.50243 -0.224251 -0.588553 0.226014 
112635 2 3.97758 35.0501 8.18968 0.252275 0.584963 -0.148115 
99129 2 1.61399 35.0162 8.75978 0.443858 0.0371702 0.270998 
107970 2 3.88451 38.0705 9.98749 -0.0677979 0.154628 -0.202163 
96440 2 3.28921 35.9732 14.8195 0.556084 -0.437338 0.472196 
106490 2 3.35243 37.202 10.5239 0.414675 0.295234 0.0163419 
102217 2 2.68927 39.2021 10.5704 0.830674 -0.103047 0.123621 
101119 2 1.23728 36.6413 13.6532 -0.0974366 0.0968844 -0.0721653 
98994 2 2.95374 36.2966 14.0396 -0.404542 0.133059 0.121015 
100828 2 2.38705 37.7281 11.5539 0.658744 0.115255 -0.0411447 
114402 2 3.88639 37.228 13.6284 -0.538055 0.477647 -0.362007 
97836 2 1.27206 37.4194 13.2108 -0.575273 0.0648459 0.581497 
100827 2 2.32886 35.6396 11.3008 0.470427 0.211091 0.455648 
100026 2 3.92779 35.1011 12.1343 -0.104207 0.211433 -0.221721 
96341 2 3.85861 39.6021 10.5405 -0.555758 0.231201 0.0817314 
99578 2 1.86505 39.0505 12.89 0.0542051 -0.181894 0.00697249 
102218 2 2.47862 37.1728 10.4642 0.268079 -0.164298 0.402358 
96161 2 3.69859 38.8382 12.6364 -0.14522 -0.136458 0.11739 
107560 2 2.34979 38.2944 12.7036 -0.341269 -0.101145 -0.0107956 
96932 2 3.79827 38.3946 14.6079 -0.123588 0.180196 0.274315 
113319 2 3.85767 35.52 10.597 0.0982152 0.176734 0.211063 
103229 2 3.0289 38.8586 11.9045 0.229152 0.309479 0.378932 
97835 2 2.02927 37.1769 14.1 -0.317776 0.378296 0.19063 
114401 2 3.54957 35.1041 13.9802 0.0444874 0.891134 0.0761677 
102190 2 2.65483 39.7892 11.558 -0.143293 -0.550221 -0.142845 
108984 2 1.88697 35.183 10.1042 0.662217 -0.226006 -0.78817 
108586 2 1.42466 38.783 12.3022 0.295853 -0.413555 -0.00817073 
102968 2 3.01273 37.7275 11.1121 -0.103583 -0.0103669 -0.0367296 
102967 2 2.75986 35.6028 11.3697 0.0757128 -0.317919 0.0712906 
97444 2 2.426 39.9213 12.3843 0.160928 -0.474979 -0.0521263 
106489 2 3.66995 39.3925 10.6263 0.3442 0.330925 0.509071 
101120 2 1.80246 38.2861 13.5681 0.024556 -0.216242 -0.142778 
112557 2 3.53629 39.5081 13.057 0.312216 -0.31091 0.56744 
107559 2 2.18758 36.4073 12.5558 -0.0189432 0.276281 0.193923 
97443 2 2.49964 38.4708 12.2255 -0.0420148 0.303745 0.0376355 
99577 2 1.84192 37.1476 13.0044 0.182078 -0.17669 -0.044752 
108585 2 1.44004 36.7261 12.3356 0.0211831 0.129879 0.107735 
98230 2 3.51762 35.6125 13.1893 0.0413026 -0.197963 -0.145891 
105822 2 2.76757 35.7509 16.5585 0.276172 0.159181 -0.314357 
98940 2 1.98418 35.1543 15.2066 0.472844 -0.273353 0.131144 
103750 2 1.61882 37.5669 16.7586 -0.00989488 0.159481 0.465964 
113455 2 2.43259 35.8154 19.7954 -0.330627 0.152961 0.259904 
96879 2 1.24275 39.2186 15.461 -0.180953 -0.0785183 0.216088 
113356 2 2.24902 38.0857 15.4792 -0.0208228 0.350332 0.421385 
113355 2 2.56822 38.4439 15.5923 -0.454604 0.338689 -0.156824 
96012 2 3.12529 37.7595 17.7144 0.0153748 0.360708 0.407232 
97966 2 2.07669 39.28 15.7984 0.307123 0.766009 -0.124738 
105821 2 2.65397 35.7216 17.2844 0.148849 0.0701857 -0.0214502 
102027 2 1.59112 38.3945 15.0624 0.333145 0.247298 -0.322318 
100161 2 1.38791 38.2257 15.4595 0.280014 0.302535 0.204515 
106426 2 3.78146 37.4648 18.0901 0.239471 -0.378396 -0.195832 
100732 2 2.07051 39.9599 17.0763 0.304966 0.000861874 0.0976286 
106471 2 3.79102 36.0648 19.067 0.964143 0.10961 0.0681043 
98104 2 1.7689 39.4051 19.4639 0.109541 0.102128 0.698934 
98275 2 1.91475 38.4918 17.6991 -0.361049 0.252628 0.00608671 
107084 2 3.29832 37.8598 19.623 -0.610332 0.475942 -0.366168 
97965 2 2.21847 37.9167 15.5878 -0.457689 -0.534014 -0.0336835 
97577 2 2.69683 38.2225 19.8285 -0.052795 0.041762 -0.388879 
113026 2 1.24344 39.7779 18.9982 -0.125835 0.0833453 -0.136716 
96011 2 3.0416 36.112 17.1437 -0.0918922 0.297734 0.0184725 
97721 2 3.94451 37.1467 18.3534 -0.138644 0.0620329 -0.108153 
101030 2 2.60973 38.7909 18.9484 -0.207078 0.0803248 -0.0995549 
111476 2 3.27529 36.3939 19.9633 0.204101 0.0212925 0.159504 
101154 2 2.95093 35.181 16.183 0.535713 -0.0149285 0.109215 
100162 2 1.70467 36.5164 15.8528 0.32726 -0.671162 -0.188953 
102028 2 1.93995 38.0263 15.1708 -0.352623 -0.511917 -0.145115 
100454 2 2.34747 37.6167 19.5836 -0.0608278 0.179969 -0.251039 
99692 2 1.05377 39.3776 16.2077 -0.314965 -0.017359 -0.244789 
102997 2 1.4522 38.8764 15.939 -0.265485 -0.133051 0.0969209 
106384 2 2.40661 35.9388 18.8861 0.353388 -0.0401272 -0.0129681 
103749 2 2.19345 37.2786 16.5896 0.045547 0.00230468 0.0648588 
110116 2 2.27426 36.6314 19.6593 -0.211923 -0.140632 -0.212145 
100788 2 2.57981 37.6149 19.8954 -0.0459445 0.152453 -0.154554 
96880 2 1.11109 37.0856 15.4954 0.0475001 -0.061138 0.0939856 
97498 2 3.75024 39.7707 18.2518 -0.132072 -0.261583 -0.107999 
111475 2 3.02432 36.2686 19.3084 -0.206455 0.259186 -0.265978 
102937 2 3.47295 38.1032 19.6521 0.406424 -0.198877 0.236702 
110797 2 2.42507 37.5893 23.055 -0.610092 0.0572438 0.376753 
100918 2 2.67935 37.0725 24.7446 0.230287 0.723633 -0.0397868 
105073 2 1.38996 38.108 21.0762 -0.405727 -0.144625 0.295473 
106010 2 1.74793 38.4337 21.0315 0.0789181 0.66534 0.587828 
107932 2 1.9887 38.0915 23.6102 0.577483 0.0546176 -0.0552982 
106653 2 1.5007 38.3009 23.3238 0.317348 0.248696 0.314042 
105074 2 1.82862 39.1861 20.439 -0.0857777 0.0908322 -0.329392 
110115 2 2.28758 38.1316 20.5313 0.383653 0.351284 -0.468487 
113639 2 3.29499 39.2694 22.9292 0.0997738 0.205573 0.0760414 
103339 2 3.7511 39.1047 22.5384 -0.495492 -0.0563647 -0.0507711 
102938 2 3.37288 39.4652 20.2139 -0.371641 -0.130906 -0.133322 
101449 2 3.41362 39.6369 20.9625 -0.0948183 0.0861802 -0.167911 
105900 2 2.52571 38.5178 23.5427 0.429664 0.966592 0.184009 
100280 2 3.72094 39.3184 22.9054 0.0244542 -0.229652 0.378639 
111843 2 2.83925 39.6548 20.8839 -0.746548 0.374718 -0.00148606 
112876 2 3.43391 37.7095 21.2916 -0.0257631 0.568704 0.252106 
98976 2 3.22981 39.09 24.0818 0.325694 -0.0480964 0.361837 
97002 2 2.83438 36.809 24.615 0.572034 -0.346033 0.182064 
98103 2 1.36492 37.552 20.168 -0.1856 0.0232151 0.476504 
100453 2 1.71314 35.597 20.1066 -0.295795 0.511471 0.159967 
108846 2 2.59878 38.8149 20.4674 -0.293535 0.112498 -0.100565 
96013 2 1.74928 39.4346 21.311 0.0411769 0.463865 -0.429473 
109498 2 2.08545 36.646 23.5265 0.35772 0.354555 0.0130022 
103658 2 2.94802 39.707 23.3755 -0.508459 -0.104448 -0.0742455 
100787 2 2.57807 39.2623 20.2721 -0.0591505 0.763447 0.30836 
104450 2 3.01966 37.5371 23.4784 -0.432338 -0.108286 -0.0332903 
102946 2 2.23571 39.4938 24.7701 0.393816 0.113938 -0.158934 
108630 2 1.92218 38.7265 22.5885 -0.148247 0.421271 -0.163118 
103122 2 2.49926 38.8964 24.4732 -0.324872 0.12135 0.312804 
110012 2 3.44181 36.323 23.4014 0.0801385 0.876185 0.162818 
110669 2 1.75975 35.9696 23.5269 0.377743 -0.0921317 -0.0568281 
108702 2 3.96933 37.7365 20.6459 0.0535086 0.428195 0.0868558 
112875 2 3.31396 37.0647 21.2836 -0.0925122 -0.428386 -0.364878 
114077 2 3.72889 39.0835 21.5055 0.112949 0.12787 -0.0876194 
101309 2 3.61117 35.1753 20.8346 0.253609 0.412097 -0.0733277 
103340 2 3.76886 37.2908 22.6155 -0.258069 0.520099 -0.422242 
110011 2 3.17745 37.9837 23.8058 0.247823 0.835601 -0.347622 
107931 2 1.987 36.1851 23.2372 -0.215113 0.067378 -0.0761336 
108845 2 2.54405 37.4705 20.2033 0.00849546 -0.513406 -0.335578 
98975 2 2.73848 36.9224 24.007 0.088152 -0.547689 0.172002 
97578 2 2.96139 37.2883 20.2484 -0.145281 -0.490872 -0.262566 
103657 2 2.95721 38.7656 24.119 0.170653 0.334705 0.0683542 
97001 2 2.47731 36.9886 23.2012 0.390099 0.211085 -0.149194 
104449 2 2.88057 35.3753 22.9996 -0.0911104 0.583472 0.0936402 
109497 2 2.49485 36.7367 23.9869 0.075213 0.179736 0.243882 
110798 2 2.36011 35.6066 22.4931 -0.295393 -0.441049 0.33909 
114155 2 2.49848 38.0584 24.9898 0.304691 -0.325508 0.382445 
100917 2 2.40206 35.0213 24.0771 -0.2307 0.233036 0.0617674 
110279 2 3.4108 36.2858 27.4205 -0.13254 -0.0518186 -0.0220325 
107197 2 3.32443 35.3975 27.0835 -0.099251 0.169771 -0.470304 
104652 2 1.803 39.0674 28.3753 -0.562826 -0.314032 -0.542416 
99188 2 3.91651 35.3836 27.6431 -0.434694 0.448787 0.174174 
100200 2 1.21552 37.7194 27.9196 0.15755 -0.043759 -0.407819 
110280 2 3.33325 37.5498 27.1732 0.045635 0.0463635 -0.47893 
107198 2 3.22325 36.795 26.6836 0.528093 -0.314149 0.403716 
99187 2 3.60879 36.773 27.3119 -0.243429 -0.424973 0.114127 
97135 2 3.0555 38.2743 27.4155 -0.132379 0.532225 0.1025 
110302 2 1.75226 36.9948 27.329 -0.16457 0.328686 0.410246 
98282 2 2.66401 39.1044 29.5134 -0.512359 0.466194 -0.0013907 
114757 2 1.65426 38.7981 25.5479 -0.32018 -0.28788 0.221477 
109207 2 2.69473 38.4764 27.5881 0.440584 0.282137 0.172911 
114156 2 2.03386 35.8361 25.197 0.361242 0.189102 -0.371527 
112607 2 3.89365 37.412 25.8919 0.0992393 -0.154712 -0.296175 
108278 2 3.51112 39.9553 26.4439 0.745211 0.243955 -0.0534808 
112608 2 3.72533 35.4867 25.7678 0.376039 0.585496 -0.0638587 
107712 2 3.1603 36.9848 29.4558 0.131479 0.430601 -0.2036 
102366 2 3.93612 37.1007 29.9517 0.232199 0.108237 0.204837 
98173 2 3.04691 39.537 25.4331 -0.660601 0.702656 0.0643297 
111725 2 3.29786 35.5607 29.0933 0.109291 0.349818 -0.29199 
96073 2 2.35982 38.5654 28.6279 -0.0406954 0.255072 0.389902 
110301 2 2.33708 38.8968 26.4848 -0.15238 0.248944 -0.754669 
102312 2 2.33409 35.1797 28.2416 0.0620373 0.34298 0.0520904 
97298 2 2.67323 36.457 26.1752 -0.423918 0.141841 -0.238181 
109067 2 3.61332 36.3009 29.3996 0.725024 0.389621 -0.531585 
114758 2 1.7867 39.3982 25.6311 0.0306051 0.502004 -0.347321 
107029 2 3.86371 38.857 28.7451 0.6165 0.403788 0.239707 
104651 2 1.83949 37.5992 28.1587 -0.702068 0.255101 -0.19385 
109208 2 2.50542 39.09 28.4144 -0.207932 -0.0422985 -0.375042 
97136 2 3.1296 36.9469 27.7284 0.280543 0.0433692 -0.0813128 
107711 2 3.71661 38.6913 29.439 -0.235176 -0.260538 0.0664132 
98174 2 3.16585 39.7016 25.7005 -0.127448 0.0643468 -0.430854 
104142 2 3.91183 35.4134 29.366 0.44566 0.174686 0.238461 
107661 2 3.3558 35.1093 28.9886 0.0356684 0.187576 -0.739011 
102365 2 3.89801 38.7764 29.6658 -0.290865 0.0386355 -0.146153 
100199 2 1.27578 39.358 27.9997 -0.0986706 0.134023 0.0190865 
100899 2 3.99606 37.4022 28.6988 0.00698559 0.36019 0.0503878 
107662 2 3.88857 35.4557 29.7593 0.183631 0.014946 0.102736 
107423 2 1.70051 38.3178 33.3259 -0.577777 0.113496 0.267737 
101844 2 3.5345 37.4775 30.0402 -0.180003 0.150928 0.16423 
97672 2 2.83292 36.0587 33.9506 -0.248876 -0.425596 0.27099 
103406 2 1.72906 38.6874 34.9385 -0.107271 0.00208186 0.566676 
113341 2 3.06291 39.1606 32.1888 -0.368507 -0.124835 -0.115957 
111596 2 3.21914 39.9455 32.4953 0.0974073 -0.287276 0.327813 
101843 2 3.64444 36.4595 30.225 0.343875 0.38016 -0.251705 
105044 2 2.69427 36.0434 32.9436 -0.7015 0.471642 0.372105 
110309 2 3.06248 35.4533 33.0898 0.0214821 0.0146998 0.0112275 
106541 2 3.01292 35.9461 32.1958 0.0301956 -0.619386 -0.117927 
106542 2 3.30763 35.2054 32.2738 -0.518464 0.207448 0.00857365 
101598 2 3.47499 39.5556 32.0398 -0.668199 0.331706 -0.00751101 
113881 2 1.91613 37.3603 33.267 0.167849 0.278088 -0.386144 
96532 2 3.60781 38.2477 30.0541 0.352398 -0.100066 0.75789 
100969 2 2.92102 35.2652 34.6291 0.238592 0.194451 -0.354934 
98567 2 2.61128 38.2608 32.6683 -0.065717 0.397454 0.276871 
110020 2 2.6151 36.5663 32.8094 -0.747156 -0.239906 -0.0399644 
108534 2 2.74848 37.9612 30.0214 0.308083 0.653597 -0.133079 
98148 2 3.46678 36.3678 31.9095 -0.0696328 -0.247932 0.302702 
111595 2 3.5853 38.5543 32.9365 -0.118724 -0.587684 -0.333825 
108236 2 3.81825 35.6867 31.9824 -0.267961 -0.144452 0.431103 
108533 2 2.6372 36.0474 30.0598 0.07979 -0.0918074 0.333809 
111639 2 2.58863 35.4478 30.2393 -0.246165 -0.195181 0.42788 
107424 2 1.25658 36.6212 32.8358 -0.139798 0.124359 0.458073 
97671 2 2.91925 37.3268 33.601 -0.316963 0.252698 -0.516309 
105470 2 1.30831 37.3636 34.4973 -0.523677 0.476384 -0.0089688 
96531 2 3.9872 38.3859 31.3766 -0.440509 -0.397106 -0.360889 
110553 2 2.50811 39.6733 32.6643 -0.110842 0.163658 -0.121662 
98568 2 1.92931 36.2503 32.8518 -0.272242 0.0441246 0.39797 
101963 2 2.19964 37.9345 31.6506 0.0857511 -0.0733312 -0.801573 
110310 2 3.32783 37.6114 33.3104 0.654303 0.317854 0.0611981 
108603 2 3.31609 36.9106 32.938 0.022098 -0.371903 0.838839 
113882 2 2.40391 36.7601 33.8244 0.116002 0.496152 0.0654454 
113503 2 3.91205 35.2954 35.2351 0.094688 0.0141601 -0.290647 
98600 2 3.76933 36.0806 35.3134 0.203617 -0.596939 -0.124941 
108761 2 2.08418 37.7639 39.2953 -0.407423 0.113337 -0.182812 
112322 2 2.00061 36.1716 38.3347 -0.0197584 0.341102 0.0622729 
112630 2 2.53134 38.4421 38.8064 -0.0858633 -0.118413 -0.0375947 
102155 2 3.21119 38.9618 36.6777 0.309745 0.0254456 -0.785228 
114063 2 2.70018 39.8513 37.9379 0.308479 0.2165 0.25425 
109101 2 1.20034 35.3652 39.6159 -0.0589279 0.505716 0.16455 
100311 2 2.39357 38.163 36.6221 -0.167562 0.158074 -0.263046 
109944 2 1.73836 35.5249 37.5149 -0.207404 0.106912 -0.332452 
109837 2 3.79269 39.3436 35.1603 0.0696343 0.688489 -0.201774 
112629 2 2.60286 36.3468 38.7081 -0.388286 0.380265 -0.265881 
112266 2 3.42807 37.2924 35.9743 0.0838101 0.699246 0.281528 
115114 2 2.78825 35.9682 38.2767 0.190527 0.231783 -0.348826 
104406 2 3.63391 36.4975 35.404 0.380875 0.84171 -0.120688 
112321 2 1.74852 37.4692 38.2026 0.374643 0.115055 -0.111193 
109737 2 3.30331 39.3515 37.3041 -0.124397 -0.410562 -0.374361 
105583 2 3.60177 36.8439 35.8253 0.381743 0.555741 0.242957 
111505 2 3.96443 39.0423 36.9772 0.21245 0.242515 -0.807266 
112265 2 3.83812 38.1122 36.3321 0.261137 -0.18227 0.169725 
114064 2 2.48322 38.0569 38.2083 -0.170686 -0.452499 0.551289 
110640 2 1.82607 39.7262 37.0567 -0.13815 -0.238251 0.273171 
102621 2 3.56761 39.0405 37.2094 0.0220327 0.266269 0.137245 
99498 2 1.30992 35.4372 35.2275 -0.307193 -0.270722 -0.331429 
108504 2 1.24682 36.7337 39.8393 -0.231052 -0.209498 0.0490536 
105469 2 1.16912 39.0984 35.0799 0.203499 0.112891 -0.0594256 
107233 2 3.36785 37.6849 38.3045 -0.128526 0.198159 -0.404654 
106094 2 3.75331 36.7977 39.9332 -0.247031 0.00709419 0.209871 
104405 2 3.02395 37.2201 35.1822 0.280033 0.112823 0.450629 
104024 2 3.62261 38.616 38.3079 0.384645 0.0839508 -0.364579 
100754 2 3.10828 35.2199 38.8349 -0.123679 0.411769 -0.439862 
104023 2 3.17532 36.715 38.4062 -0.480827 0.248141 -0.198424 
113480 2 3.41859 35.206 38.5244 0.109341 -0.0494333 -0.176782 
100970 2 3.4827 36.1497 35.5614 0.414183 -0.176219 -0.220712 
115113 2 3.64043 37.4788 38.2988 0.131856 0.225496 -0.00866402 
102156 2 3.49398 38.4497 36.7438 0.150361 0.33391 0.16982 
111506 2 3.47797 38.7214 37.4437 -0.215965 0.383143 0.375119 
107234 2 3.51731 38.9294 38.1596 0.226113 0.434052 0.448725 
106058 2 2.44461 36.1616 38.6202 -0.172498 0.447231 -0.0457574 
110659 2 3.46034 35.0102 36.353 -0.115075 0.227081 0.0614499 
103344 2 5.24971 4.10521 0.142323 -0.145734 -0.0165856 0.299568 
97347 2 6.79025 0.761615 1.41481 0.138834 0.320404 -0.232728 
105364 2 4.79487 1.23001 3.34936 0.0760381 0.0111749 0.149001 
114968 2 4.87689 3.08615 1.91962 0.271331 0.235394 0.252909 
108649 2 6.69237 0.322884 1.11964 -0.28644 0.287176 -0.333017 
105846 2 6.65627 2.39098 3.10544 0.127286 -0.144332 -0.075971 
103343 2 4.95103 4.16485 1.67932 0.206211 -0.234705 0.0502469 
97831 2 6.55889 1.59337 3.39102 -0.405474 0.260028 0.237788 
111906 2 4.47965 2.66758 1.14047 -0.357283 0.424379 0.0659578 
102677 2 5.844 0.0793263 4.43273 0.0799063 -0.12155 -0.046699 
106795 2 5.50201 1.73923 1.17418 0.122631 0.886177 0.10153 
98941 2 6.73875 1.0253 2.48283 -0.261928 0.719215 -0.206859 
110058 2 4.17886 3.67603 3.39844 -0.154031 -0.17016 -0.0354389 
100534 2 6.76028 3.97316 1.52417 0.048622 0.550315 -0.539522 
110271 2 6.14441 3.95503 2.3108 0.215516 0.123255 -0.149812 
105404 2 6.27049 0.913859 1.00449 -0.284621 0.192468 0.0352222 
105363 2 4.89515 1.35475 3.68497 0.00774629 -0.260848 -0.467304 
110057 2 4.07356 3.26017 3.7999 -0.010522 -0.445057 0.137211 
114389 2 6.71874 1.78397 2.91213 0.041685 0.255219 0.579389 
101798 2 5.04451 1.68202 1.25299 0.505721 0.441696 0.0319932 
104355 2 4.30947 2.22877 4.31459 -0.159377 0.469507 0.343717 
114832 2 6.09911 1.67049 4.36391 0.156612 0.657598 -0.602499 
97613 2 5.53621 2.74017 4.70862 -0.207122 0.809584 -0.29297 
96251 2 4.59538 0.880511 0.392194 0.0369615 0.15206 -0.713935 
114696 2 5.7638 0.557184 1.01246 -0.0337697 0.109662 -0.0866678 
105886 2 6.14965 4.15852 3.14754 0.0502254 0.158114 -0.310632 
111905 2 4.49477 4.47681 1.83595 -0.0590395 0.0336828 -0.11157 
99373 2 6.53537 4.57267 4.52998 -0.114771 0.520584 0.137488 
102678 2 5.9031 2.01427 4.79404 0.177655 0.0842557 0.153754 
103777 2 4.34483 0.578029 3.23713 0.0601696 0.254776 0.34765 
96688 2 4.18125 3.72638 1.41766 0.24894 0.271273 -0.108066 
99400 2 4.6622 4.4199 0.190058 0.0224945 0.144853 0.0898375 
99436 2 6.32428 3.51602 4.59251 0.863418 0.67384 0.024223 
97614 2 6.05468 2.08004 4.8246 0.0948162 0.00562025 0.307318 
111566 2 5.96284 2.77676 1.58087 -0.323198 0.507263 0.423617 
100752 2 5.98797 4.53505 0.918292 0.672798 -0.00961448 -0.201677 
98354 2 5.75824 4.74619 0.708226 0.369347 0.373866 0.134718 
105845 2 6.73749 3.88117 3.4422 0.0400204 0.0460099 0.0134372 
115008 2 6.58368 4.63756 4.19658 -0.392301 0.781744 -0.222265 
102213 2 4.28761 3.38308 0.0798033 -0.208074 0.713285 0.284435 
108385 2 6.53645 2.52652 3.04967 -0.295519 0.226494 0.351869 
96861 2 6.83382 0.891256 2.27457 -0.0813141 0.276615 0.40337 
114967 2 4.8947 2.48859 2.23123 -0.328047 0.348872 0.173524 
98787 2 5.74786 4.55381 3.2757 0.357178 0.189913 -0.190412 
114390 2 6.69203 2.13348 2.59568 -0.133988 0.370812 0.575105 
99563 2 4.46982 0.642045 2.39095 0.217438 -0.083502 0.116809 
111565 2 6.46262 4.25213 2.19466 0.0941526 0.239969 -0.100725 
101394 2 4.57858 0.0577577 4.29797 0.211457 0.887799 -0.125134 
106796 2 6.14072 3.71911 0.575839 0.358369 0.246817 0.658473 
97832 2 6.80706 3.21502 3.16785 0.296133 0.311759 -0.277405 
105885 2 5.82681 2.02482 2.97858 -0.00798436 0.596332 0.0411104 
98035 2 4.1744 3.27073 1.91447 -0.252551 0.382357 -0.0342772 
107236 2 4.65706 1.21318 3.56205 -0.301651 -0.0235962 -0.13943 
103778 2 4.31871 2.21085 3.93061 -0.141169 -0.0285035 -0.176377 
101797 2 5.43438 1.28932 0.773921 0.131502 0.15033 0.642772 
108297 2 6.47022 2.53885 4.31352 0.362794 0.432281 0.176052 
