year,day,hour,minute,station_type,station_id,lake,data_format,air_temp,dew_point,wind_speed,max_gust,water_temp
2025,32,19,54,1,MNMM4,1.0,9,-7.2,-10.1,5.1,5.7,1.5
2025,32,19,54,1,MRHO1,4.0,9,-4.1,-11.2,5.1,6.2,0.0
2025,32,20,0,1,BUFN6,4.0,9,-9.6,-14.3,4.6,5.7,3.8
2025,32,20,0,1,DTLM4,2.0,9,-15.2,-17.7,3.1,4.1,1.6
2025,32,20,0,1,FAIO1,4.0,9,-6.2,-9.6,4.1,5.7,0.6
2025,32,20,0,1,HLNM4,1.0,9,-2.7,-10.5,5.7,6.7,0.3
2025,32,20,0,1,HRBM4,2.0,9,-7.6,-12.5,2.1,4.1,1.9
2025,32,20,0,1,MACM4,1.0,9,-11.6,-13.9,3.6,4.6,0.1
2025,32,20,0,1,MNMM4,1.0,9,-7.1,-9.9,5.1,5.7,1.5
2025,32,20,0,1,MRHO1,4.0,9,-4.2,-10.9,5.1,7.2,0.0
2025,32,20,24,1,BUFN6,4.0,9,-9.5,-14.8,3.6,4.6,3.8
2025,32,20,24,1,DTLM4,2.0,9,-15.1,-17.5,3.6,4.6,1.7
2025,32,20,24,1,FAIO1,4.0,9,-6.2,-10.1,5.1,6.2,0.6
2025,32,20,24,1,HLNM4,1.0,9,-2.4,-9.9,4.6,6.7,0.3
2025,32,20,24,1,HRBM4,2.0,9,-7.7,-12.9,3.1,4.6,2.0
2025,32,20,24,1,MACM4,1.0,9,-11.1,-14.1,4.6,5.7,0.1
2025,32,20,24,1,MNMM4,1.0,9,-7.1,-10.8,6.2,7.2,1.5
2025,32,20,24,1,MRHO1,4.0,9,-4.1,-10.2,4.1,6.2,0.0
2025,32,20,30,1,BUFN6,4.0,9,-9.4,-14.8,2.6,4.6,3.8
2025,32,20,30,1,DTLM4,2.0,9,-15.0,-17.4,3.1,4.1,1.7
2025,32,20,30,1,FAIO1,4.0,9,-6.2,-9.6,4.6,5.7,0.5
2025,32,20,30,1,HLNM4,1.0,9,-2.6,-10.1,5.7,6.7,0.3
2025,32,20,30,1,HRBM4,2.0,9,-7.6,-12.7,3.1,4.6,2.0
2025,32,20,30,1,MACM4,1.0,9,-10.9,-13.9,4.1,5.7,0.1
2025,32,20,30,1,MNMM4,1.0,9,-7.1,-11.2,5.7,6.7,1.5
2025,32,20,30,1,MRHO1,4.0,9,-4.1,-10.3,4.1,6.2,0.0
2025,32,20,54,1,BUFN6,4.0,9,-9.7,-14.2,4.1,4.6,3.8
2025,32,20,54,1,DTLM4,2.0,9,-14.8,-17.1,2.6,3.6,1.7
2025,32,20,54,1,FAIO1,4.0,9,-6.1,-9.5,4.1,6.2,0.4
2025,32,20,54,1,HLNM4,1.0,9,-2.5,-10.2,4.6,6.7,0.3
2025,32,20,54,1,HRBM4,2.0,9,-7.9,-12.8,2.6,4.1,2.0
2025,32,20,54,1,MACM4,1.0,9,-10.6,-13.3,4.1,5.1,0.1
2025,32,20,54,1,MNMM4,1.0,9,-7.1,-10.5,5.7,6.2,1.5
2025,32,20,54,1,MRHO1,4.0,9,-4.3,-10.9,3.6,5.7,0.1
2025,32,21,0,1,BUFN6,4.0,9,-9.8,-14.7,4.1,5.1,3.8
2025,32,21,0,1,DTLM4,2.0,9,-14.6,-17.2,2.6,3.6,1.6
2025,32,21,0,1,FAIO1,4.0,9,-6.2,-10.0,5.1,6.7,0.6
2025,32,21,0,1,HLNM4,1.0,9,-2.4,-10.1,5.1,6.2,0.3
2025,32,21,0,1,HRBM4,2.0,9,-8.0,-13.1,3.1,4.6,2.0
2025,32,21,0,1,MACM4,1.0,9,-10.7,-13.6,4.1,5.1,0.1
2025,32,21,0,1,MNMM4,1.0,9,-7.1,-10.5,5.1,6.7,1.5
2025,32,21,0,1,MRHO1,4.0,9,-4.1,-10.8,3.6,5.1,0.1
2025,32,21,24,1,BUFN6,4.0,9,-9.8,-14.9,1.5,3.1,3.8
2025,32,21,24,1,DTLM4,2.0,9,-14.5,-16.8,3.1,4.1,1.7
2025,32,21,24,1,FAIO1,4.0,9,-6.2,-9.4,6.2,6.7,0.6
2025,32,21,24,1,HLNM4,1.0,9,-2.3,-10.0,6.2,7.2,0.3
2025,32,21,24,1,HRBM4,2.0,9,-8.0,-13.1,3.1,4.1,2.0
2025,32,21,24,1,MACM4,1.0,9,-10.2,-12.7,4.6,5.7,0.1
2025,32,21,24,1,MNMM4,1.0,9,-7.0,-9.7,5.7,6.7,1.5
2025,32,21,24,1,MRHO1,4.0,9,-4.3,-11.2,3.6,5.1,0.0
2025,32,21,30,1,BUFN6,4.0,9,-9.7,-14.9,2.6,3.1,3.8
2025,32,21,30,1,DTLM4,2.0,9,-14.3,-16.5,3.1,3.6,1.7
2025,32,21,30,1,FAIO1,4.0,9,-6.3,-9.6,5.7,6.2,0.6
2025,32,21,30,1,HRBM4,2.0,9,-7.9,-13.0,2.6,4.1,1.9
2025,32,21,30,1,MACM4,1.0,9,-10.2,-12.7,4.1,5.7,0.1
2025,32,21,30,1,MRHO1,4.0,9,-4.2,-10.9,3.1,4.6,0.0
2025,32,21,54,1,BUFN6,4.0,9,-9.7,-15.2,1.5,2.6,3.8
2025,32,21,54,1,DTLM4,2.0,9,-13.9,-16.1,3.6,4.1,1.7
2025,32,21,54,1,FAIO1,4.0,9,-5.9,-8.7,4.1,5.1,0.5
2025,32,21,54,1,HLNM4,1.0,9,-2.2,-10.4,6.2,8.7,0.3
2025,32,21,54,1,HRBM4,2.0,9,-8.1,-12.8,2.6,4.1,1.9
2025,32,21,54,1,MACM4,1.0,9,-9.8,-11.8,5.1,6.2,0.1
2025,32,21,54,1,MNMM4,1.0,9,-6.8,-10.4,5.1,5.7,1.5
2025,32,21,54,1,MRHO1,4.0,9,-4.4,-11.3,4.1,5.7,0.1
2025,32,22,0,1,BUFN6,4.0,9,-9.7,-15.0,1.0,3.1,3.8
2025,32,22,0,1,DTLM4,2.0,9,-14.0,-16.2,3.6,4.6,1.7
2025,32,22,0,1,FAIO1,4.0,9,-5.9,-8.8,4.1,4.6,0.5
2025,32,22,0,1,HLNM4,1.0,9,-2.2,-10.1,5.7,7.7,0.3
2025,32,22,0,1,HRBM4,2.0,9,-8.1,-12.8,3.6,4.6,1.9
2025,32,22,0,1,MACM4,1.0,9,-9.8,-11.9,5.1,6.2,0.1
2025,32,22,0,1,MNMM4,1.0,9,-6.8,-10.6,4.6,5.7,1.5
2025,32,22,0,1,MRHO1,4.0,9,-4.4,-11.2,4.1,5.1,0.0
2025,32,22,24,1,BUFN6,4.0,9,-9.7,-15.0,1.5,2.1,3.8
2025,32,22,24,1,DTLM4,2.0,9,-13.4,-16.1,3.1,3.6,1.7
2025,32,22,24,1,FAIO1,4.0,9,-5.7,-8.8,4.1,4.6,0.5
2025,32,22,24,1,HLNM4,1.0,9,-2.4,-9.9,6.2,8.2,0.7
2025,32,22,24,1,HRBM4,2.0,9,-8.1,-12.5,3.6,4.6,1.9
2025,32,22,24,1,MACM4,1.0,9,-9.9,-12.1,5.1,7.2,0.1
2025,32,22,24,1,MNMM4,1.0,9,-6.6,-10.9,5.1,6.2,1.5
2025,32,22,24,1,MRHO1,4.0,9,-4.5,-11.0,3.1,5.1,0.0
2025,32,22,30,1,BUFN6,4.0,9,-9.7,-15.0,1.5,2.1,3.8
2025,32,22,30,1,DTLM4,2.0,9,-13.5,-16.4,2.1,3.1,1.7
2025,32,22,30,1,FAIO1,4.0,9,-5.8,-9.0,4.1,5.1,0.6
2025,32,22,30,1,HLNM4,1.0,9,-2.5,-9.9,6.7,8.2,0.7
2025,32,22,30,1,HRBM4,2.0,9,-8.0,-12.4,3.1,5.1,1.9
2025,32,22,30,1,MACM4,1.0,9,-9.9,-12.3,5.7,6.7,0.1
2025,32,22,30,1,MNMM4,1.0,9,-6.6,-11.2,6.2,6.7,1.5
2025,32,22,30,1,MRHO1,4.0,9,-4.5,-11.1,4.1,4.6,0.0
2025,32,22,54,1,BUFN6,4.0,9,-9.9,-14.9,0.5,1.0,3.8
2025,32,22,54,1,DTLM4,2.0,9,-13.5,-16.2,3.6,4.1,1.7
2025,32,22,54,1,FAIO1,4.0,9,-5.8,-10.1,3.6,4.1,0.6
2025,32,22,54,1,HLNM4,1.0,9,-2.6,-9.4,4.6,6.7,0.8
2025,32,22,54,1,HRBM4,2.0,9,-8.1,-12.2,3.6,4.6,2.0
2025,32,22,54,1,MACM4,1.0,9,-9.7,-11.9,5.1,6.7,0.1
2025,32,22,54,1,MNMM4,1.0,9,-6.4,-11.1,5.7,6.2,1.5
2025,32,22,54,1,MRHO1,4.0,9,-4.6,-11.0,4.6,5.7,0.0
2025,32,23,0,1,BUFN6,4.0,9,-10.1,-15.4,0.5,1.0,3.8
2025,32,23,0,1,DTLM4,2.0,9,-13.7,-16.4,3.6,4.1,1.7
2025,32,23,0,1,FAIO1,4.0,9,-5.8,-9.8,3.6,3.6,0.5
2025,32,23,0,1,HLNM4,1.0,9,-2.7,-9.4,4.6,5.7,0.7
2025,32,23,0,1,HRBM4,2.0,9,-8.1,-12.2,4.1,5.1,2.0
2025,32,23,0,1,MACM4,1.0,9,-9.7,-12.2,4.6,5.1,0.1
2025,32,23,0,1,MNMM4,1.0,9,-6.4,-10.9,5.1,6.2,1.5
2025,32,23,0,1,MRHO1,4.0,9,-4.6,-11.0,4.1,5.7,0.0
2025,32,23,24,1,BUFN6,4.0,9,-9.7,-14.9,2.1,2.6,3.8
2025,32,23,24,1,DTLM4,2.0,9,-13.3,-16.0,4.1,5.1,1.7
2025,32,23,24,1,FAIO1,4.0,9,-5.9,-9.8,4.1,4.6,0.5
2025,32,23,24,1,HLNM4,1.0,9,-2.7,-9.1,4.1,5.7,0.6
2025,32,23,24,1,HRBM4,2.0,9,-7.9,-11.9,3.6,5.7,2.0
2025,32,23,24,1,MACM4,1.0,9,-9.7,-12.7,4.1,5.7,0.1
2025,32,23,24,1,MNMM4,1.0,9,-6.7,-9.4,5.7,6.2,1.5
2025,32,23,24,1,MRHO1,4.0,9,-4.5,-10.8,5.1,6.2,0.0
2025,32,23,30,1,BUFN6,4.0,9,-9.8,-15.0,2.1,3.1,3.8
2025,32,23,30,1,DTLM4,2.0,9,-13.4,-16.0,3.6,4.6,1.7
2025,32,23,30,1,FAIO1,4.0,9,-5.9,-9.8,4.1,5.1,0.5
2025,32,23,30,1,HLNM4,1.0,9,-2.6,-8.7,3.1,5.7,0.6
2025,32,23,30,1,HRBM4,2.0,9,-7.7,-11.5,4.1,5.1,2.0
2025,32,23,30,1,MACM4,1.0,9,-9.7,-12.7,4.6,5.7,0.1
2025,32,23,30,1,MNMM4,1.0,9,-6.9,-8.9,5.1,6.2,1.5
2025,32,23,30,1,MRHO1,4.0,9,-4.5,-10.7,4.6,5.7,0.0
2025,32,23,54,1,BUFN6,4.0,9,-9.9,-14.8,2.1,2.6,3.8
2025,32,23,54,1,DTLM4,2.0,9,-13.0,-15.2,4.6,5.1,1.7
2025,32,23,54,1,FAIO1,4.0,9,-6.0,-9.4,4.6,5.1,0.6
2025,32,23,54,1,HLNM4,1.0,9,-2.8,-8.5,5.1,7.7,0.8
2025,32,23,54,1,HRBM4,2.0,9,-7.8,-11.5,4.6,5.1,2.0
2025,32,23,54,1,MACM4,1.0,9,-9.4,-12.1,5.1,6.7,0.1
2025,32,23,54,1,MNMM4,1.0,9,-7.0,-7.7,4.1,6.2,1.5
2025,32,23,54,1,MRHO1,4.0,9,-4.5,-10.5,5.1,6.7,0.0
2025,33,0,0,1,BUFN6,4.0,9,-9.9,-14.9,2.6,2.6,3.9
2025,33,0,0,1,DTLM4,2.0,9,-13.2,-15.3,4.1,5.1,1.6
2025,33,0,0,1,FAIO1,4.0,9,-5.9,-8.9,5.1,5.7,0.5
2025,33,0,0,1,HLNM4,1.0,9,-2.8,-8.3,5.1,8.2,0.9
2025,33,0,0,1,HRBM4,2.0,9,-7.6,-11.3,5.1,6.7,2.0
2025,33,0,0,1,MACM4,1.0,9,-9.4,-12.0,6.2,7.2,0.1
2025,33,0,0,1,MNMM4,1.0,9,-7.0,-7.6,3.6,5.1,1.5
2025,33,0,0,1,MRHO1,4.0,9,-4.5,-10.6,6.2,7.7,0.0
2025,33,0,24,1,BUFN6,4.0,9,-10.2,-15.1,0.5,2.6,3.8
2025,33,0,24,1,DTLM4,2.0,9,-12.9,-14.9,5.1,6.2,1.7
2025,33,0,24,1,FAIO1,4.0,9,-6.2,-9.3,5.7,6.2,0.5
2025,33,0,24,1,HLNM4,1.0,9,-2.8,-7.6,4.6,5.7,0.8
2025,33,0,24,1,HRBM4,2.0,9,-7.7,-11.4,4.1,6.2,2.0
2025,33,0,24,1,MACM4,1.0,9,-9.3,-11.9,6.7,8.2,0.1
2025,33,0,24,1,MNMM4,1.0,9,-6.8,-7.3,5.1,5.7,1.5
2025,33,0,24,1,MRHO1,4.0,9,-4.5,-10.5,4.1,7.2,0.0
2025,33,0,30,1,BUFN6,4.0,9,-10.3,-15.2,2.6,3.6,3.8
2025,33,0,30,1,DTLM4,2.0,9,-12.9,-14.9,4.6,6.2,1.7
2025,33,0,30,1,FAIO1,4.0,9,-6.2,-9.4,5.1,5.7,0.5
2025,33,0,30,1,HLNM4,1.0,9,-2.9,-7.6,5.1,6.7,0.8
2025,33,0,30,1,HRBM4,2.0,9,-7.6,-11.3,5.1,6.7,2.1
2025,33,0,30,1,MACM4,1.0,9,-9.2,-11.7,6.7,9.3,0.1
2025,33,0,30,1,MNMM4,1.0,9,-6.8,-7.3,5.7,6.2,1.5
2025,33,0,30,1,MRHO1,4.0,9,-4.5,-10.7,5.7,7.2,0.0
2025,33,0,54,1,BUFN6,4.0,9,-10.6,-15.4,2.1,2.6,3.8
2025,33,0,54,1,DTLM4,2.0,9,-12.7,-14.5,5.1,6.2,1.7
2025,33,0,54,1,FAIO1,4.0,9,-6.3,-9.7,6.2,7.2,0.4
2025,33,0,54,1,HLNM4,1.0,9,-3.0,-7.1,4.1,6.2,0.9
2025,33,0,54,1,HRBM4,2.0,9,-7.6,-11.3,6.2,7.2,2.0
2025,33,0,54,1,MACM4,1.0,9,-9.5,-12.2,7.2,9.3,0.1
2025,33,0,54,1,MNMM4,1.0,9,-6.7,-7.2,5.1,6.2,1.5
2025,33,0,54,1,MRHO1,4.0,9,-4.4,-10.7,6.2,7.7,0.0
2025,33,1,0,1,BUFN6,4.0,9,-10.7,-15.6,1.5,2.6,3.8
2025,33,1,0,1,DTLM4,2.0,9,-12.7,-14.5,5.1,6.2,1.6
2025,33,1,0,1,FAIO1,4.0,9,-6.4,-9.9,6.2,7.2,0.4
2025,33,1,0,1,HLNM4,1.0,9,-3.1,-7.1,5.1,6.2,0.9
2025,33,1,0,1,HRBM4,2.0,9,-7.7,-11.3,5.7,6.7,2.0
2025,33,1,0,1,MACM4,1.0,9,-9.5,-12.3,6.7,8.2,0.1
2025,33,1,0,1,MNMM4,1.0,9,-6.6,-7.1,4.6,5.7,1.5
2025,33,1,0,1,MRHO1,4.0,9,-4.4,-10.7,6.2,7.2,0.0
2025,33,1,24,1,BUFN6,4.0,9,-10.8,-15.9,2.6,2.6,3.8
2025,33,1,24,1,DTLM4,2.0,9,-12.4,-13.9,5.1,6.2,1.7
2025,33,1,24,1,FAIO1,4.0,9,-6.6,-10.3,6.2,7.2,0.4
2025,33,1,24,1,HLNM4,1.0,9,-3.3,-7.0,6.2,7.2,0.8
2025,33,1,24,1,HRBM4,2.0,9,-7.7,-11.0,6.7,7.7,2.1
2025,33,1,24,1,MACM4,1.0,9,-9.9,-13.3,6.7,7.7,0.1
2025,33,1,24,1,MNMM4,1.0,9,-6.3,-6.8,5.7,6.2,1.5
2025,33,1,24,1,MRHO1,4.0,9,-4.2,-10.7,6.2,7.7,0.0
2025,33,1,30,1,BUFN6,4.0,9,-10.8,-15.8,2.6,3.6,3.8
2025,33,1,30,1,DTLM4,2.0,9,-12.1,-13.6,4.6,5.7,1.7
2025,33,1,30,1,FAIO1,4.0,9,-6.7,-10.0,6.2,7.7,0.5
2025,33,1,30,1,HLNM4,1.0,9,-3.4,-7.0,6.7,8.2,0.8
2025,33,1,30,1,HRBM4,2.0,9,-7.9,-10.9,7.2,8.2,2.1
2025,33,1,30,1,MACM4,1.0,9,-9.8,-13.1,6.7,7.7,0.1
2025,33,1,30,1,MNMM4,1.0,9,-6.1,-6.7,5.7,6.2,1.5
2025,33,1,30,1,MRHO1,4.0,9,-4.2,-10.8,6.2,7.7,0.0
2025,33,1,54,1,BUFN6,4.0,9,-11.1,-16.2,3.1,4.6,3.8
2025,33,1,54,1,DTLM4,2.0,9,-11.9,-13.3,5.1,5.7,1.7
2025,33,1,54,1,FAIO1,4.0,9,-6.7,-9.6,6.2,7.2,0.4
2025,33,1,54,1,HLNM4,1.0,9,-3.4,-6.8,6.2,8.7,0.6
2025,33,1,54,1,HRBM4,2.0,9,-8.0,-11.1,6.7,8.2,2.1
2025,33,1,54,1,MACM4,1.0,9,-9.7,-12.6,5.7,7.2,0.1
2025,33,1,54,1,MNMM4,1.0,9,-5.6,-6.5,6.2,7.2,1.5
2025,33,1,54,1,MRHO1,4.0,9,-4.2,-10.8,6.2,7.2,0.0
2025,33,2,0,1,BUFN6,4.0,9,-11.1,-15.9,2.1,4.1,3.8
2025,33,2,0,1,DTLM4,2.0,9,-11.8,-13.2,5.7,6.2,1.7
2025,33,2,0,1,FAIO1,4.0,9,-6.8,-9.8,6.7,7.2,0.4
2025,33,2,0,1,HLNM4,1.0,9,-3.5,-6.9,6.7,8.7,0.5
2025,33,2,0,1,HRBM4,2.0,9,-8.0,-11.1,5.1,7.7,2.1
2025,33,2,0,1,MACM4,1.0,9,-9.9,-13.2,6.2,7.2,0.1
2025,33,2,0,1,MNMM4,1.0,9,-5.5,-6.4,6.2,7.2,1.5
2025,33,2,0,1,MRHO1,4.0,9,-4.2,-11.0,6.7,8.7,0.0
2025,33,2,24,1,BUFN6,4.0,9,-11.2,-15.7,2.6,3.6,3.8
2025,33,2,24,1,DTLM4,2.0,9,-11.1,-12.4,4.1,6.2,1.7
2025,33,2,24,1,FAIO1,4.0,9,-6.9,-10.0,5.7,6.2,0.3
2025,33,2,24,1,HLNM4,1.0,9,-3.5,-6.8,6.2,8.7,0.8
2025,33,2,24,1,HRBM4,2.0,9,-7.9,-11.6,5.7,7.7,2.1
2025,33,2,24,1,MACM4,1.0,9,-10.0,-13.2,6.2,8.7,0.1
2025,33,2,24,1,MNMM4,1.0,9,-5.1,-6.2,4.6,5.7,1.5
2025,33,2,24,1,MRHO1,4.0,9,-4.2,-10.7,6.2,8.2,0.0
2025,33,2,30,1,BUFN6,4.0,9,-11.4,-15.7,3.1,4.6,3.8
2025,33,2,30,1,DTLM4,2.0,9,-11.1,-12.3,4.6,6.2,1.7
2025,33,2,30,1,FAIO1,4.0,9,-6.9,-10.0,5.7,6.7,0.3
2025,33,2,30,1,HLNM4,1.0,9,-3.3,-6.2,5.1,8.7,0.8
2025,33,2,30,1,HRBM4,2.0,9,-7.9,-11.7,4.6,7.2,2.1
2025,33,2,30,1,MACM4,1.0,9,-9.9,-12.8,6.2,7.7,0.1
2025,33,2,30,1,MNMM4,1.0,9,-5.0,-6.1,5.1,5.7,1.5
2025,33,2,30,1,MRHO1,4.0,9,-4.1,-10.7,6.2,7.7,0.0
2025,33,3,24,1,BUFN6,4.0,9,-11.9,-15.8,2.6,3.6,3.8
2025,33,3,24,1,DTLM4,2.0,9,-9.8,-10.8,3.6,5.1,1.7
2025,33,3,24,1,FAIO1,4.0,9,-7.1,-10.3,6.2,7.2,0.3
2025,33,3,24,1,HLNM4,1.0,9,-3.2,-6.2,6.7,10.3,0.7
2025,33,3,24,1,HRBM4,2.0,9,-7.2,-10.9,4.6,6.7,2.1
2025,33,3,24,1,MACM4,1.0,9,-9.8,-12.2,4.1,6.7,0.1
2025,33,3,24,1,MNMM4,1.0,9,-3.1,-7.0,8.2,9.8,1.5
2025,33,3,24,1,MRHO1,4.0,9,-3.9,-10.2,7.2,9.3,0.0
2025,33,3,30,1,BUFN6,4.0,9,-11.9,-15.8,2.6,4.1,3.8
2025,33,3,30,1,DTLM4,2.0,9,-9.4,-10.5,4.1,9.3,1.7
2025,33,3,30,1,FAIO1,4.0,9,-7.1,-10.6,5.1,6.2,0.3
2025,33,3,30,1,HLNM4,1.0,9,-3.2,-6.0,6.2,8.7,0.6
2025,33,3,30,1,HRBM4,2.0,9,-7.3,-10.9,5.7,6.7,2.1
2025,33,3,30,1,MACM4,1.0,9,-9.8,-12.3,5.1,6.7,0.1
2025,33,3,30,1,MNMM4,1.0,9,-3.2,-7.2,9.3,10.3,1.5
2025,33,3,30,1,MRHO1,4.0,9,-3.8,-10.1,6.2,8.7,0.0
2025,33,3,54,1,BUFN6,4.0,9,-11.9,-15.6,3.1,4.6,3.8
2025,33,3,54,1,DTLM4,2.0,9,-6.9,-8.6,8.2,8.7,1.6
2025,33,3,54,1,FAIO1,4.0,9,-7.2,-10.9,4.6,6.2,0.3
2025,33,3,54,1,HLNM4,1.0,9,-3.1,-5.8,5.7,8.7,0.3
2025,33,3,54,1,HRBM4,2.0,9,-7.1,-10.8,5.7,7.2,2.1
2025,33,3,54,1,MACM4,1.0,9,-9.8,-12.2,6.2,8.7,0.1
2025,33,3,54,1,MNMM4,1.0,9,-3.2,-6.8,10.3,11.3,1.5
2025,33,3,54,1,MRHO1,4.0,9,-3.7,-10.4,6.2,9.8,0.0
2025,33,4,0,1,BUFN6,4.0,9,-12.0,-15.7,3.6,4.6,3.8
2025,33,4,0,1,DTLM4,2.0,9,-7.0,-8.8,8.2,9.8,1.6
2025,33,4,0,1,FAIO1,4.0,9,-7.2,-11.1,5.1,6.2,0.3
2025,33,4,0,1,HLNM4,1.0,9,-3.1,-5.8,4.1,8.2,0.3
2025,33,4,0,1,HRBM4,2.0,9,-6.9,-10.7,6.2,7.7,2.1
2025,33,4,0,1,MACM4,1.0,9,-9.8,-12.3,6.2,8.2,0.1
2025,33,4,0,1,MNMM4,1.0,9,-3.1,-6.4,9.8,10.8,1.5
2025,33,4,0,1,MRHO1,4.0,9,-3.7,-10.6,7.2,9.3,0.0
2025,33,4,24,1,BUFN6,4.0,9,-12.1,-15.6,2.6,3.6,3.8
2025,33,4,24,1,DTLM4,2.0,9,-6.7,-9.1,7.7,9.8,1.6
2025,33,4,24,1,FAIO1,4.0,9,-7.1,-11.1,5.1,6.2,0.4
2025,33,4,24,1,HLNM4,1.0,9,-3.1,-5.9,6.2,8.7,0.3
2025,33,4,24,1,HRBM4,2.0,9,-6.9,-10.7,6.2,7.2,2.1
2025,33,4,24,1,MACM4,1.0,9,-9.7,-12.0,6.2,7.7,0.1
2025,33,4,24,1,MNMM4,1.0,9,-3.2,-6.5,10.3,11.8,1.5
2025,33,4,24,1,MRHO1,4.0,9,-3.7,-10.6,5.7,7.7,0.0
2025,33,4,30,1,BUFN6,4.0,9,-12.2,-15.6,3.1,4.1,3.8
2025,33,4,30,1,DTLM4,2.0,9,-6.6,-9.0,7.2,9.3,1.6
2025,33,4,30,1,FAIO1,4.0,9,-7.1,-11.3,6.2,7.2,0.4
2025,33,4,30,1,HLNM4,1.0,9,-3.0,-5.8,5.1,8.2,0.3
2025,33,4,30,1,HRBM4,2.0,9,-6.9,-10.8,5.7,7.7,2.1
2025,33,4,30,1,MACM4,1.0,9,-9.8,-12.3,6.2,9.3,0.1
2025,33,4,30,1,MNMM4,1.0,9,-3.2,-6.4,10.3,12.3,1.5
2025,33,4,30,1,MRHO1,4.0,9,-3.7,-10.7,5.1,7.2,0.0
2025,33,4,54,1,BUFN6,4.0,9,-12.1,-15.5,3.1,4.6,3.8
2025,33,4,54,1,DTLM4,2.0,9,-10.2,-11.7,5.1,6.2,1.6
2025,33,4,54,1,FAIO1,4.0,9,-7.3,-11.4,7.2,8.2,0.3
2025,33,4,54,1,HLNM4,1.0,9,-3.0,-5.8,6.2,9.3,0.6
2025,33,4,54,1,HRBM4,2.0,9,-6.4,-10.5,5.1,7.2,2.1
2025,33,4,54,1,MACM4,1.0,9,-9.4,-11.9,6.7,8.2,0.1
2025,33,4,54,1,MNMM4,1.0,9,-3.5,-6.5,9.3,10.8,1.5
2025,33,4,54,1,MRHO1,4.0,9,-3.8,-11.4,5.7,7.2,0.0
2025,33,5,0,1,BUFN6,4.0,9,-12.1,-15.6,3.6,4.1,3.8
2025,33,5,0,1,DTLM4,2.0,9,-10.5,-11.8,5.1,6.7,1.6
2025,33,5,0,1,FAIO1,4.0,9,-7.3,-11.4,6.7,8.2,0.2
2025,33,5,0,1,HLNM4,1.0,9,-3.0,-5.5,6.2,8.7,0.7
2025,33,5,0,1,HRBM4,2.0,9,-6.6,-10.9,5.7,7.2,2.1
2025,33,5,0,1,MACM4,1.0,9,-9.3,-11.6,5.7,8.2,0.1
2025,33,5,0,1,MNMM4,1.0,9,-3.4,-6.2,8.7,10.8,1.5
2025,33,5,0,1,MRHO1,4.0,9,-3.8,-11.3,4.1,7.2,0.0
2025,33,5,24,1,BUFN6,4.0,9,-12.2,-15.6,3.6,5.1,3.8
2025,33,5,24,1,DTLM4,2.0,9,-10.6,-11.6,5.1,6.7,1.6
2025,33,5,24,1,FAIO1,4.0,9,-7.4,-11.4,6.2,7.7,0.3
2025,33,5,24,1,HLNM4,1.0,9,-3.0,-6.0,6.2,8.2,0.5
2025,33,5,24,1,HRBM4,2.0,9,-6.5,-11.1,5.7,7.2,2.1
2025,33,5,24,1,MACM4,1.0,9,-9.2,-11.5,6.7,9.3,0.1
2025,33,5,24,1,MNMM4,1.0,9,-3.1,-5.8,9.3,10.8,1.5
2025,33,5,24,1,MRHO1,4.0,9,-3.8,-11.2,3.6,6.2,0.0
2025,33,5,30,1,BUFN6,4.0,9,-12.3,-15.7,3.6,4.6,3.8
2025,33,5,30,1,DTLM4,2.0,9,-10.4,-11.4,4.6,5.7,1.6
2025,33,5,30,1,FAIO1,4.0,9,-7.3,-11.1,6.7,7.7,0.3
2025,33,5,30,1,HLNM4,1.0,9,-3.0,-6.0,5.7,9.3,0.5
2025,33,5,30,1,HRBM4,2.0,9,-6.3,-11.1,5.7,8.2,2.1
2025,33,5,30,1,MACM4,1.0,9,-9.1,-11.1,6.2,8.2,0.1
2025,33,5,30,1,MNMM4,1.0,9,-3.2,-5.7,10.8,11.8,1.5
2025,33,5,30,1,MRHO1,4.0,9,-3.8,-11.4,4.6,6.2,0.0
2025,33,6,54,1,BUFN6,4.0,9,-12.3,-15.9,3.1,5.1,3.8
2025,33,6,54,1,FAIO1,4.0,9,-7.2,-11.4,4.6,6.2,0.1
2025,33,6,54,1,HLNM4,1.0,9,-2.9,-5.6,8.2,12.3,0.6
2025,33,6,54,1,HRBM4,2.0,9,-5.6,-8.8,5.7,7.7,2.0
2025,33,6,54,1,MACM4,1.0,9,-8.9,-9.3,6.7,8.7,0.1
2025,33,6,54,1,MNMM4,1.0,9,-2.8,-5.0,9.8,10.8,1.5
2025,33,6,54,1,MRHO1,4.0,9,-3.9,-11.3,4.6,6.2,0.0
2025,33,7,0,1,BUFN6,4.0,9,-12.2,-15.9,4.1,4.6,3.8
2025,33,7,0,1,FAIO1,4.0,9,-7.1,-11.4,5.1,6.2,0.1
2025,33,7,0,1,HLNM4,1.0,9,-2.9,-5.6,7.2,11.8,0.7
2025,33,7,0,1,HRBM4,2.0,9,-5.7,-8.8,6.2,7.2,2.0
2025,33,7,0,1,MACM4,1.0,9,-8.8,-9.3,6.7,8.2,0.1
2025,33,7,0,1,MNMM4,1.0,9,-2.7,-4.9,9.3,11.3,1.5
2025,33,7,0,1,MRHO1,4.0,9,-3.9,-11.3,3.6,6.7,0.0
