Hours Since Oct 2 2012,traffic_volume,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,holiday
9808,6562,269.88,0,0,64,Clouds,broken clouds,None
9809,4622,269.1,0,0,64,Clouds,broken clouds,None
9810,3190,268.13,0,0,64,Clouds,broken clouds,None
9811,2981,267.95,0,0,64,Clouds,broken clouds,None
9812,2411,267.69,0,0,64,Clouds,broken clouds,None
9813,1854,267.67,0,0,64,Clouds,broken clouds,None
9814,975,267.89,0,0,64,Clouds,broken clouds,None
9815,548,267.69,0,0,64,Clouds,broken clouds,None
9816,343,267.84,0,0,64,Clouds,broken clouds,None
9817,259,268.15,0,0,64,Clouds,broken clouds,None
9818,386,268.37,0,0,64,Clouds,broken clouds,None
9819,828,268.15,0,0,64,Clouds,broken clouds,None
9820,2786,268.36,0,0,64,Clouds,broken clouds,None
9821,5755,269.34,0,0,64,Clouds,broken clouds,None
9822,7020,269.49,0,0,64,Clouds,broken clouds,None
9823,6194,269.66,0,0,64,Clouds,broken clouds,None
9824,5375,271.49,0,0,64,Clouds,broken clouds,None
9825,4445,274.24,0,0,64,Clouds,broken clouds,None
9826,4904,276.58,0,0,64,Clouds,broken clouds,None
9827,5045,279.13,0,0,64,Clouds,broken clouds,None
9828,5039,280.87,0,0,64,Clouds,broken clouds,None
9829,5276,282.36,0,0,64,Clouds,broken clouds,None
9830,6119,283.13,0,0,64,Clouds,broken clouds,None
9831,6846,283.31,0,0,64,Clouds,broken clouds,None
9832,6363,281.91,0,0,64,Clouds,broken clouds,None
9833,4816,280.61,0,0,64,Clouds,broken clouds,None
9834,3339,279.83,0,0,64,Clouds,broken clouds,None
9835,2846,279.03,0,0,64,Clouds,broken clouds,None
9836,3975,278.04,0,0,64,Clouds,broken clouds,None
9837,2288,277.2,0,0,64,Clouds,broken clouds,None
9838,1139,276.68,0,0,64,Clouds,broken clouds,None
9839,630,276.05,0,0,64,Clouds,broken clouds,None
9840,375,275.26,0,0,64,Clouds,broken clouds,None
9841,255,275.55,0,0,75,Clouds,broken clouds,None
9842,351,276.15,0,0,1,Clear,sky is clear,None
9843,839,275.89,0,0,75,Clouds,broken clouds,None
9844,2932,275.39,0,0,75,Clouds,broken clouds,None
9845,5933,275.15,0,0,1,Clear,sky is clear,None
9846,6866,275.16,0,0,75,Clouds,broken clouds,None
9847,5395,275.86,0,0,64,Clouds,broken clouds,None
9848,4547,276.8,0,0,64,Clouds,broken clouds,None
9849,4907,278.21,0,0,64,Clouds,broken clouds,None
9850,5117,279.27,0,0,64,Clouds,broken clouds,None
9851,5186,281.18,0,0,64,Clouds,broken clouds,None
9852,5550,283.01,0,0,64,Clouds,broken clouds,None
9853,6224,283.98,0,0,64,Clouds,broken clouds,None
9854,6673,284.29,0,0,64,Clouds,broken clouds,None
9855,6415,281.78,0,0,64,Clouds,broken clouds,None
9856,4732,279.91,0,0,64,Clouds,broken clouds,None
9857,3525,278.58,0,0,64,Clouds,broken clouds,None
9858,3232,277.26,0,0,64,Clouds,broken clouds,None
9859,2676,276.73,0,0,64,Clouds,broken clouds,None
9860,2384,275.5,0,0,64,Clouds,broken clouds,None
9861,1247,273.6,0,0,64,Mist,mist,None
9862,653,273.47,0,0,64,Clouds,broken clouds,None
9863,411,273.14,0,0,64,Clouds,broken clouds,None
9864,315,273.41,0,0,64,Fog,fog,None
9865,392,273.24,0,0,64,Mist,mist,None
9866,787,273.01,0,0,64,Mist,mist,None
9867,2605,271.52,0,0,64,Mist,mist,None
9868,5776,271.62,0,0,64,Mist,mist,None
9869,6789,271.36,0,0,64,Mist,mist,None
9870,6789,271.36,0,0,64,Fog,fog,None
9871,5931,272.14,0,0,64,Mist,mist,None
9872,5931,272.14,0,0,64,Fog,fog,None
9873,5297,274.67,0,0,64,Mist,mist,None
9874,4926,277.04,0,0,64,Clouds,broken clouds,None
9875,5228,280.02,0,0,64,Clouds,broken clouds,None
9876,5501,282.47,0,0,64,Clouds,broken clouds,None
9877,5382,284.65,0,0,64,Clouds,broken clouds,None
9878,5715,285.47,0,0,64,Clouds,broken clouds,None
9879,6300,285.12,0,0,1,Clear,sky is clear,None
9880,6753,283.46,0,0,1,Clear,sky is clear,None
9881,6125,282.13,0,0,1,Clear,sky is clear,None
9882,5231,281.81,0,0,1,Clear,sky is clear,None
9883,3659,281.15,0,0,1,Clear,sky is clear,None
9884,2827,281.15,0,0,1,Clear,sky is clear,None
9885,3862,281.14,0,0,1,Clear,sky is clear,None
9886,3285,280.39,0,0,1,Clear,sky is clear,None
9887,1898,280.39,0,0,1,Clear,sky is clear,None
9888,1106,279.65,0,0,1,Clear,sky is clear,None
9889,723,279.16,0,0,1,Clear,sky is clear,None
9890,550,278.9,0,0,40,Clouds,scattered clouds,None
9891,387,278.91,0,0,40,Clouds,scattered clouds,None
9892,424,278.65,0,0,1,Clear,sky is clear,None
9893,770,278.15,0,0,64,Clouds,broken clouds,None
9894,2043,278.17,0,0,64,Clouds,broken clouds,None
9895,3816,280.13,0,0,90,Mist,mist,None
9896,4342,280.47,0,0,64,Mist,mist,None
9897,4592,280.46,1.27,0,90,Rain,moderate rain,None
9898,4592,280.46,1.27,0,90,Thunderstorm,thunderstorm with drizzle,None
9899,4592,280.46,1.27,0,90,Mist,mist,None
9900,4532,280.56,0.85,0,64,Rain,moderate rain,None
9901,4532,280.56,0.85,0,64,Mist,mist,None
9902,4554,281.1,0.64,0,90,Rain,light rain,None
9903,4554,281.1,0.64,0,90,Mist,mist,None
9904,4554,281.1,0.64,0,90,Drizzle,drizzle,None
9905,4537,281.14,0.64,0,64,Rain,heavy intensity rain,None
9906,4537,281.14,0.64,0,64,Mist,mist,None
9907,4402,281.32,0.25,0,64,Rain,light rain,None
9908,4402,281.32,0.25,0,64,Mist,mist,None
9909,4402,281.32,0.25,0,64,Drizzle,heavy intensity drizzle,None
9910,4289,281.27,0,0,64,Mist,mist,None
9911,3147,281.32,0,0,90,Mist,mist,None
9912,3147,281.32,0,0,90,Rain,light rain,None
9913,2484,281.4,0,0,64,Mist,mist,None
9914,2484,281.4,0,0,64,Fog,fog,None
9915,2533,281.6,0,0,64,Mist,mist,None
9916,2533,281.6,0,0,64,Fog,fog,None
9917,2533,281.6,0,0,64,Drizzle,drizzle,None
9918,2671,281.27,0,0,64,Mist,mist,None
9919,2671,281.27,0,0,64,Fog,fog,None
9920,2881,280.33,0,0,64,Mist,mist,None
9921,2881,280.33,0,0,64,Fog,fog,None
9922,1295,279.86,0,0,64,Mist,mist,None
9923,857,279.18,0,0,64,Mist,mist,None
9924,616,278.56,0,0,64,Mist,mist,None
9925,333,277.96,0,0,64,Mist,mist,None
9926,289,277.93,0,0,40,Mist,mist,None
9927,467,278.25,0,0,90,Fog,fog,None
9928,467,278.25,0,0,90,Mist,mist,None
9929,746,278.38,0,0,90,Mist,mist,None
9930,1092,278.36,0,0,64,Mist,mist,None
9931,1092,278.36,0,0,64,Fog,fog,None
9932,1770,278.83,0,0,90,Mist,mist,None
9933,2509,278.66,0,0,90,Clouds,overcast clouds,None
9934,3357,278.8,0,0,90,Clouds,overcast clouds,None
9935,3990,276.793,0,0,64,Clouds,broken clouds,None
9936,4351,279.15,0,0,90,Clouds,overcast clouds,None
9937,4234,278.5,0,0,90,Clouds,overcast clouds,None
9938,4345,277.15,0,0,90,Clouds,overcast clouds,None
9939,3968,276.89,0,0,75,Clouds,broken clouds,None
9940,4206,275.64,0,0,90,Clouds,overcast clouds,None
9941,3543,274.15,0,0,90,Clouds,overcast clouds,None
9942,2707,274.15,0,0,90,Clouds,overcast clouds,None
9943,3185,274.15,0,0,90,Clouds,overcast clouds,None
9944,2051,273.06,0,0,90,Clouds,overcast clouds,None
9945,1010,273.07,0,0,90,Clouds,overcast clouds,None
9946,516,272.64,0,0,90,Clouds,overcast clouds,None
9947,263,272.38,0,0,90,Clouds,overcast clouds,None
9948,249,271.48,0,0,90,Clouds,overcast clouds,None
9949,311,271.64,0,0,90,Clouds,overcast clouds,None
9950,800,271.64,0,0,90,Clouds,overcast clouds,None
9951,2737,271.39,0,0,90,Clouds,overcast clouds,None
9952,6964,271.45,0,0,64,Clouds,broken clouds,None
9953,6092,270.59,0,0,64,Clouds,broken clouds,None
9954,5093,270.84,0,0,64,Clouds,broken clouds,None
9955,4385,271.23,0,0,64,Clouds,broken clouds,None
9956,4545,271.73,0,0,64,Clouds,broken clouds,None
9957,4654,273.1,0,0,1,Clear,sky is clear,None
9958,4728,274.15,0,0,1,Clear,sky is clear,None
9959,5622,274.15,0,0,1,Clear,sky is clear,None
9960,6177,271.54,0,0,64,Clouds,broken clouds,None
9961,4435,271.34,0,0,64,Clouds,broken clouds,None
9962,2911,269.67,0,0,64,Clouds,broken clouds,None
9963,2520,268.53,0,0,64,Clouds,broken clouds,None
9964,2047,267.75,0,0,64,Clouds,broken clouds,None
9965,1456,267.37,0,0,64,Clouds,broken clouds,None
9966,904,267.32,0,0,64,Clouds,broken clouds,None
9967,458,267.32,0,0,64,Clouds,broken clouds,None
9968,283,266.81,0,0,64,Clouds,broken clouds,None
9969,208,266.7,0,0,64,Clouds,broken clouds,None
9970,335,267.32,0,0,64,Clouds,broken clouds,None
9971,805,267.63,0,0,64,Clouds,broken clouds,None
9972,2744,268.24,0,0,64,Clouds,broken clouds,None
9973,5991,268.34,0,0,64,Clouds,broken clouds,None
9974,7015,268.85,0,0,64,Clouds,broken clouds,None
9975,6290,268.91,0,0,64,Clouds,broken clouds,None
9976,5276,270.71,0,0,64,Clouds,broken clouds,None
9977,4472,272.26,0,0,64,Clouds,broken clouds,None
9978,4671,276.43,0,0,64,Clouds,broken clouds,None
9979,4827,277.12,0,0,64,Clouds,broken clouds,None
9980,4855,279.55,0,0,64,Clouds,broken clouds,None
9981,5242,280.7,0,0,64,Clouds,broken clouds,None
9982,6060,280.32,0,0,64,Clouds,broken clouds,None
9983,6692,280.07,0,0,64,Clouds,broken clouds,None
9984,6518,279.81,0,0,64,Clouds,broken clouds,None
9985,4677,279.57,0,0,64,Clouds,broken clouds,None
9986,3131,279.44,0,0,64,Clouds,broken clouds,None
9987,2867,279.18,0,0,64,Clouds,broken clouds,None
9988,2499,279.37,0,0,90,Clouds,overcast clouds,None
9989,1685,279.37,0,0,64,Clouds,broken clouds,None
9990,990,279.68,0,0,64,Clouds,broken clouds,None
9991,491,280.28,0,0,64,Clouds,broken clouds,None
9992,322,280.29,0,0,64,Clouds,broken clouds,None
9993,262,280.29,0,0,64,Clouds,broken clouds,None
9994,355,280.28,0,0,90,Drizzle,light intensity drizzle,None
9995,811,280.41,0,0,90,Clouds,overcast clouds,None
9996,2832,280.15,0,0,90,Clouds,overcast clouds,None
9997,5990,279.9,0,0,90,Clouds,overcast clouds,None
9998,7107,279.5,0,0,75,Clouds,broken clouds,None
9999,6150,279.5,0,0,90,Clouds,overcast clouds,None
10000,5290,280.17,0,0,90,Clouds,overcast clouds,None
10001,4651,280.41,0,0,90,Clouds,overcast clouds,None
10002,4838,280.66,0,0,90,Clouds,overcast clouds,None
10003,4960,280.83,0,0,90,Clouds,overcast clouds,None
10004,5079,280.17,0,0,90,Clouds,overcast clouds,None
10005,5319,279.66,0,0,90,Clouds,overcast clouds,None
10006,6199,279.41,0,0,75,Clouds,broken clouds,None
10007,6992,278.55,0,0,90,Clouds,overcast clouds,None
10008,6578,277.41,0,0,40,Clouds,scattered clouds,None
10009,4982,276.55,0,0,90,Clouds,overcast clouds,None
10010,3487,276.4,0,0,90,Haze,haze,None
10011,3082,276.83,0,0,90,Clouds,overcast clouds,None
10012,3008,276.55,0,0,90,Haze,haze,None
10013,3008,276.55,0,0,90,Mist,mist,None
10014,1795,276.4,0,0,90,Mist,mist,None
10015,1010,276.35,0,0,90,Mist,mist,None
10016,1010,276.35,0,0,90,Haze,haze,None
10017,585,276.15,0,0,90,Mist,mist,None
10018,339,276.4,0,0,90,Mist,mist,None
10019,289,276.15,0,0,90,Mist,mist,None
10020,361,276.48,0,0,90,Mist,mist,None
10021,806,276.15,0,0,90,Mist,mist,None
10022,2786,275.77,0,0,90,Mist,mist,None
10023,5842,276.11,0,0,90,Mist,mist,None
10024,6485,273.79,0,0,90,Mist,mist,None
10025,6251,271.41,0,0,90,Mist,mist,None
10026,5379,271.18,0,0,90,Mist,mist,None
10027,4679,271.93,0,0,90,Clouds,overcast clouds,None
10028,4859,271.82,0,0,90,Clouds,overcast clouds,None
10029,5214,271.49,0,0,90,Clouds,overcast clouds,None
10030,5084,271.15,0,0,90,Mist,mist,None
10031,5447,271.29,0,0,90,Snow,light snow,None
10032,5447,271.29,0,0,90,Mist,mist,None
10033,5995,271.3,0,0,90,Snow,light snow,None
10034,5995,271.3,0,0,90,Mist,mist,None
10035,6209,271.15,0,0,90,Snow,light snow,None
10036,5996,270.15,0,0,90,Clouds,overcast clouds,None
10037,4670,270.15,0,0,90,Clouds,overcast clouds,None
10038,3302,269.69,0,0,90,Clouds,overcast clouds,None
10039,2713,269.15,0,0,90,Clouds,overcast clouds,None
10040,2524,269.47,0,0,90,Clouds,overcast clouds,None
10041,2027,269.15,0,0,90,Clouds,overcast clouds,None
10042,1200,268.47,0,0,75,Clouds,broken clouds,None
10043,643,267.79,0,0,90,Clouds,overcast clouds,None
10044,386,267.44,0,0,75,Clouds,broken clouds,None
10045,332,266.76,0,0,1,Clear,sky is clear,None
10046,425,265.44,0,0,1,Clear,sky is clear,None
10047,743,264.44,0,0,1,Clear,sky is clear,None
10048,2606,263.44,0,0,1,Clear,sky is clear,None
10049,5548,262.44,0,0,5,Clear,sky is clear,None
10050,6641,261.61,0,0,1,Clear,sky is clear,None
10051,5908,263.41,0,0,5,Clear,sky is clear,None
10052,5061,265.61,0,0,5,Clear,sky is clear,None
10053,4722,268.64,0,0,5,Clear,sky is clear,None
10054,5153,270.83,0,0,1,Clear,sky is clear,None
10055,5505,272.15,0,0,1,Clear,sky is clear,None
10056,5478,274.15,0,0,1,Clear,sky is clear,None
10057,5789,274.15,0,0,1,Clear,sky is clear,None
10058,6047,272.15,0,0,1,Clear,sky is clear,None
10059,6512,271.47,0,0,1,Clear,sky is clear,None
10060,6238,269.81,0,0,75,Snow,light snow,None
10061,5306,268.36,0,0,90,Clouds,overcast clouds,None
10062,3697,267.13,0,0,90,Clouds,overcast clouds,None
10063,2926,265.65,0,0,40,Clouds,scattered clouds,None
10064,3029,264.46,0,0,40,Clouds,scattered clouds,None
10065,3041,262.63,0,0,1,Clear,sky is clear,None
10066,3384,261.93,0,0,75,Clouds,broken clouds,None
10067,1197,261.31,0,0,90,Clouds,overcast clouds,None
10068,725,260.35,0,0,1,Clear,sky is clear,None
10069,530,259.63,0,0,1,Clear,sky is clear,None
10070,377,259.39,0,0,1,Clear,sky is clear,None
10071,362,259.39,0,0,1,Clear,sky is clear,None
10072,709,258.91,0,0,1,Clear,sky is clear,None
10073,1278,258.39,0,0,1,Clear,sky is clear,None
10074,1827,257.81,0,0,1,Clear,sky is clear,None
10075,2719,258.81,0,0,1,Clear,sky is clear,None
10076,3685,260.15,0,0,1,Clear,sky is clear,None
10077,4439,261.15,0,0,1,Clear,sky is clear,None
10078,4975,263.43,0,0,75,Clouds,broken clouds,None
10079,5311,264.38,0,0,40,Clouds,scattered clouds,None
10080,5020,265.15,0,0,1,Clear,sky is clear,None
10081,4213,265.38,0,0,5,Clear,sky is clear,None
10082,4127,265.15,0,0,1,Clear,sky is clear,None
10083,4164,263.89,0,0,5,Clear,sky is clear,None
10084,4027,262.47,0,0,1,Clear,sky is clear,None
10085,3682,261.13,0,0,1,Clear,sky is clear,None
10086,3193,260.79,0,0,1,Clear,sky is clear,None
10087,2594,260.12,0,0,5,Clear,sky is clear,None
10088,2572,259.87,0,0,1,Clear,sky is clear,None
10089,2549,259.37,0,0,1,Clear,sky is clear,None
10090,2311,259.12,0,0,1,Clear,sky is clear,None
10091,1184,258.38,0,0,1,Clear,sky is clear,None
10092,835,258.38,0,0,1,Clear,sky is clear,None
10093,558,258.39,0,0,1,Clear,sky is clear,None
10094,361,259.15,0,0,1,Clear,sky is clear,None
10095,292,258.89,0,0,1,Clear,sky is clear,None
10096,463,259.88,0,0,1,Clear,sky is clear,None
10097,745,260.64,0,0,1,Clear,sky is clear,None
10098,1089,260.81,0,0,1,Clear,sky is clear,None
10099,1708,262.47,0,0,1,Clear,sky is clear,None
10100,2623,265.15,0,0,1,Clear,sky is clear,None
10101,3319,267.15,0,0,1,Clear,sky is clear,None
10102,3509,269.34,0,0,5,Clear,sky is clear,None
10103,3731,271.15,0,0,5,Clear,sky is clear,None
10104,3808,272.15,0,0,1,Clear,sky is clear,None
10105,3777,274.15,0,0,1,Clear,sky is clear,None
10106,3866,274.66,0,0,1,Clear,sky is clear,None
10107,4148,274.15,0,0,1,Clear,sky is clear,None
10108,3671,272.15,0,0,1,Clear,sky is clear,None
10109,3122,272.15,0,0,1,Clear,sky is clear,None
10110,2995,272.15,0,0,1,Clear,sky is clear,None
10111,2658,271.83,0,0,1,Clear,sky is clear,None
10112,2298,271.66,0,0,1,Clear,sky is clear,None
10113,1583,271.16,0,0,1,Clear,sky is clear,None
10114,894,271.66,0,0,1,Clear,sky is clear,None
10115,468,272.15,0,0,1,Clear,sky is clear,None
10116,267,272.15,0,0,40,Clouds,scattered clouds,None
10117,232,272.15,0,0,90,Snow,light snow,None
10118,317,272.15,0,0,40,Clouds,scattered clouds,None
10119,793,272.15,0,0,1,Clear,sky is clear,None
10120,2657,272.15,0,0,1,Clear,sky is clear,None
10121,5715,271.48,0,0,1,Clear,sky is clear,None
10122,5997,272.26,0,0,75,Clouds,broken clouds,None
10123,4490,274.67,0,0,75,Clouds,broken clouds,None
10124,4714,274.95,0,0,64,Clouds,broken clouds,None
10125,4844,275.85,0,0,64,Clouds,broken clouds,None
10126,5340,276.36,0,0,64,Clouds,broken clouds,None
10127,5828,276.61,0,0,64,Clouds,broken clouds,None
10128,6492,276.23,0,0,64,Clouds,broken clouds,None
10129,6066,276.1,0,0,64,Clouds,broken clouds,None
10130,4183,275.85,0,0,64,Clouds,broken clouds,None
10131,2876,275.45,0,0,64,Clouds,broken clouds,None
10132,2405,274.31,0,0,64,Clouds,broken clouds,None
10133,2070,276.793,0,0,64,Clouds,broken clouds,None
10134,1444,272.75,0,0,64,Clouds,broken clouds,None
10135,983,272.12,0,0,64,Clouds,broken clouds,None
10136,535,271.69,0,0,64,Clouds,broken clouds,None
10137,251,270.9,0,0,64,Clouds,broken clouds,None
10138,343,270.39,0,0,64,Snow,light snow,None
10139,775,270.05,0,0,64,Snow,light snow,None
10140,2727,268.49,0,0,64,Clouds,broken clouds,None
10141,5725,266.4,0,0,64,Clouds,broken clouds,None
10142,6891,265.42,0,0,64,Clouds,broken clouds,None
10143,6051,263.92,0,0,64,Clouds,broken clouds,None
10144,5275,264.81,0,0,64,Clouds,broken clouds,None
10145,4603,265.59,0,0,40,Clouds,scattered clouds,None
10146,5025,266.35,0,0,64,Clouds,broken clouds,None
10147,5336,266.61,0,0,75,Clouds,broken clouds,None
10148,5219,266.73,0,0,64,Clouds,broken clouds,None
10149,5775,266.99,0,0,64,Clouds,broken clouds,None
10150,6070,266.5,0,0,75,Clouds,broken clouds,None
10151,6273,265.71,0,0,64,Clouds,broken clouds,None
10152,4463,265.39,0,0,75,Clouds,broken clouds,None
10153,3294,264.95,0,0,64,Clouds,broken clouds,None
10154,2886,264.15,0,0,40,Clouds,scattered clouds,None
10155,2565,262.63,0,0,1,Clear,sky is clear,None
10156,1111,262.22,0,0,64,Clouds,broken clouds,None
10157,624,261.19,0,0,64,Clouds,broken clouds,None
10158,395,260.68,0,0,64,Clouds,broken clouds,None
10159,292,260.48,0,0,64,Clouds,broken clouds,None
10160,396,259.66,0,0,64,Clouds,broken clouds,None
10161,733,259.36,0,0,64,Clouds,broken clouds,None
10162,2591,258.84,0,0,64,Clouds,broken clouds,None
10163,5210,258.54,0,0,64,Clouds,broken clouds,None
10164,6004,258.14,0,0,64,Clouds,broken clouds,None
10165,5651,257.37,0,0,64,Clouds,broken clouds,None
10166,5084,260.69,0,0,1,Clear,sky is clear,None
10167,4706,262.89,0,0,64,Clouds,broken clouds,None
10168,5370,264.67,0,0,75,Clouds,broken clouds,None
10169,5572,265.59,0,0,64,Clouds,broken clouds,None
10170,5712,266.36,0,0,64,Clouds,broken clouds,None
10171,6274,266.61,0,0,64,Clouds,broken clouds,None
10172,6366,267.25,0,0,64,Clouds,broken clouds,None
10173,6156,267.83,0,0,64,Clouds,broken clouds,None
10174,5052,267.89,0,0,64,Clouds,broken clouds,None
10175,4399,267.89,0,0,64,Clouds,broken clouds,None
10176,3347,268.28,0,0,64,Clouds,broken clouds,None
10177,2786,268.65,0,0,90,Clouds,overcast clouds,None
10178,3345,268.45,0,0,90,Clouds,overcast clouds,None
10179,2889,268.35,0,0,64,Clouds,broken clouds,None
10180,1535,268.35,0,0,64,Clouds,broken clouds,None
10181,929,268.24,0,0,64,Clouds,broken clouds,Thanksgiving Day
10182,577,268.45,0,0,64,Clouds,broken clouds,None
10183,409,267.84,0,0,64,Clouds,broken clouds,None
10184,284,267.84,0,0,64,Clouds,broken clouds,None
10185,264,267.83,0,0,64,Clouds,broken clouds,None
10186,801,268.03,0,0,64,Clouds,broken clouds,None
10187,984,268.24,0,0,64,Clouds,broken clouds,None
10188,1295,267.88,0,0,64,Clouds,broken clouds,None
10189,2125,267.73,0,0,40,Clouds,scattered clouds,None
10190,2493,269.05,0,0,75,Clouds,broken clouds,None
10191,3378,269.37,0,0,75,Clouds,broken clouds,None
10192,3649,269.59,0,0,75,Clouds,broken clouds,None
10193,3157,269.38,0,0,64,Snow,light snow,None
10194,3019,269.16,0,0,90,Snow,light snow,None
10195,2954,269.44,0,0,64,Clouds,broken clouds,None
10196,2958,268.8,0,0,64,Clouds,broken clouds,None
10197,3235,267.25,0,0,64,Clouds,broken clouds,None
10198,3132,265.58,0,0,64,Clouds,broken clouds,None
10199,3385,263.79,0,0,64,Clouds,broken clouds,None
10200,3119,262.89,0,0,64,Clouds,broken clouds,None
10201,2620,262.21,0,0,5,Clear,sky is clear,None
10202,2043,261,0,0,64,Clouds,broken clouds,None
10203,1425,260.48,0,0,64,Clouds,broken clouds,None
10204,792,259.98,0,0,64,Clouds,broken clouds,None
10205,494,259.47,0,0,64,Clouds,broken clouds,None
10206,346,258.75,0,0,64,Clouds,broken clouds,None
10207,319,258.96,0,0,64,Clouds,broken clouds,None
10208,435,259.16,0,0,64,Clouds,broken clouds,None
10209,1169,261.1,0,0,64,Mist,mist,None
10210,2137,262.74,0,0,64,Clouds,broken clouds,None
10211,2542,263.92,0,0,1,Clear,sky is clear,None
10212,3107,265.67,0,0,64,Clouds,broken clouds,None
10213,3397,266.58,0,0,64,Clouds,broken clouds,None
10214,4015,268.4,0,0,64,Clouds,broken clouds,None
10215,4196,269.83,0,0,64,Clouds,broken clouds,None
10216,4449,271.2,0,0,64,Clouds,broken clouds,None
10217,4563,272.3,0,0,64,Clouds,broken clouds,None
10218,4742,272.07,0,0,64,Clouds,broken clouds,None
10219,4513,272.08,0,0,64,Clouds,broken clouds,None
10220,4247,271.86,0,0,64,Clouds,broken clouds,None
10221,3587,271.95,0,0,64,Clouds,broken clouds,None
10222,3843,271.62,0,0,64,Clouds,broken clouds,None
10223,3487,271.61,0,0,90,Clouds,overcast clouds,None
10224,2552,271.43,0,0,64,Clouds,broken clouds,None
10225,2497,271.3,0,0,64,Clouds,broken clouds,None
10226,1571,271.05,0,0,64,Clouds,broken clouds,None
10227,1007,271.05,0,0,64,Clouds,broken clouds,None
10228,672,270.66,0,0,64,Clouds,broken clouds,None
10229,548,270.62,0,0,64,Clouds,broken clouds,None
10230,360,270.62,0,0,64,Clouds,broken clouds,None
10231,341,271,0,0,64,Clouds,broken clouds,None
10232,641,270.52,0,0,64,Clouds,broken clouds,None
10233,1029,268.98,0,0,64,Clouds,broken clouds,None
10234,1419,268.07,0,0,64,Mist,mist,None
10235,2051,267.94,0,0,64,Mist,mist,None
10236,2958,269.56,0,0,64,Mist,mist,None
10237,3358,271.37,0,0,64,Clouds,broken clouds,None
10238,3699,273.72,0,0,64,Clouds,broken clouds,None
10239,4165,275.33,0,0,64,Clouds,broken clouds,None
10240,4187,276.51,0,0,64,Clouds,broken clouds,None
10241,4566,276.93,0,0,64,Clouds,broken clouds,None
10242,4846,277.09,0,0,64,Clouds,broken clouds,None
10243,4744,276.13,0,0,64,Clouds,broken clouds,None
10244,4609,275.58,0,0,90,Clouds,overcast clouds,None
10245,4244,274.59,0,0,64,Clouds,broken clouds,None
10246,3532,274.27,0,0,64,Clouds,broken clouds,None
10247,2896,273.16,0,0,64,Clouds,broken clouds,None
10248,2603,272.51,0,0,64,Clouds,broken clouds,None
10249,2870,272.44,0,0,64,Clouds,broken clouds,None
10250,3345,271.72,0,0,64,Clouds,broken clouds,None
10251,1335,271.14,0,0,64,Clouds,broken clouds,None
10252,787,269.92,0,0,64,Clouds,broken clouds,None
10253,692,269.24,0,0,64,Clouds,broken clouds,None
10254,367,268.35,0,0,64,Clouds,broken clouds,None
10255,296,266.84,0,0,64,Mist,mist,None
10256,475,266.68,0,0,64,Mist,mist,None
10257,780,266.07,0,0,64,Mist,mist,None
10258,1093,264.69,0,0,64,Mist,mist,None
10259,1675,264.52,0,0,64,Mist,mist,None
10260,2646,265.74,0,0,64,Mist,mist,None
10261,3914,269.23,0,0,64,Mist,mist,None
10262,4130,271.21,0,0,64,Clouds,broken clouds,None
10263,3935,272.65,0,0,64,Clouds,broken clouds,None
10264,4332,273.35,0,0,64,Clouds,broken clouds,None
10265,4499,273.95,0,0,64,Clouds,broken clouds,None
10266,4490,274.23,0,0,64,Clouds,broken clouds,None
10267,4963,273.71,0,0,64,Clouds,broken clouds,None
10268,4412,271.91,0,0,64,Clouds,broken clouds,None
10269,4132,271.56,0,0,64,Clouds,broken clouds,None
10270,3472,270.67,0,0,64,Clouds,broken clouds,None
10271,2975,268.8,0,0,64,Mist,mist,None
10272,2354,268.28,0,0,64,Mist,mist,None
10273,1523,268.69,0,0,64,Mist,mist,None
10274,948,269.46,0,0,64,Mist,mist,None
10275,518,270.24,0,0,64,Clouds,broken clouds,None
10276,324,271.01,0,0,64,Clouds,broken clouds,None
10277,243,271.5,0,0,64,Clouds,broken clouds,None
10278,325,271.48,0,0,64,Clouds,broken clouds,None
10279,814,271.8,0,0,64,Haze,haze,None
10280,814,271.8,0,0,64,Snow,light snow,None
10281,2726,271.3,0,0,64,Mist,mist,None
10282,5698,271.18,0,0,64,Mist,mist,None
10283,6277,271.7,0,0,64,Clouds,broken clouds,None
10284,6076,271.97,0,0,64,Mist,mist,None
10285,6076,271.97,0,0,64,Snow,light snow,None
10286,5104,272.35,0,0,64,Snow,light snow,None
10287,4455,274.11,0,0,90,Snow,light snow,None
10288,4455,274.11,0,0,90,Mist,mist,None
10289,4584,274.81,0,0,64,Haze,haze,None
10290,4584,274.81,0,0,64,Mist,mist,None
10291,4751,275.42,0,0,64,Haze,haze,None
10292,4818,276.04,0,0,64,Haze,haze,None
10293,5252,275.63,0.25,0,64,Rain,light rain,None
10294,5252,275.63,0.25,0,64,Haze,haze,None
10295,5655,274.46,1.02,0,64,Rain,moderate rain,None
10296,5655,274.46,1.02,0,64,Snow,light snow,None
10297,5655,274.46,1.02,0,64,Mist,mist,None
10298,4895,274,0.64,0,64,Rain,light rain,None
10299,4895,274,0.64,0,64,Snow,snow,None
10300,4895,274,0.64,0,64,Fog,fog,None
10301,4895,274,0.64,0,64,Mist,mist,None
10302,4795,274.04,0.25,0,64,Rain,light rain,None
10303,4795,274.04,0.25,0,64,Snow,heavy snow,None
10304,4795,274.04,0.25,0,64,Mist,mist,None
